Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTOPTA13010;Send them home.;Les laisser rentrer chez eux.;Lasst sie heimkehren.;;Dejadles regresar a casa.;;;;;;;;;
EVTOPTB13010;Allow them to stay.;Les obliger à rester.;Zwingt sie, zu bleiben.;;Obligadles a quedarse.;;;;;;;;;
EVTNAME13015;Foreign Smugglers;Contrebandiers étrangers;Ausländische Schmuggler;;Contrabandistas extranjeros;;;;;;;;;
EVTDESC13015;\n\nOne_of_our_subjects_has_been_discovered_wearing_foreign_clothes,_and_further_interrogation_by_the_authorities_has_lead_to_the_slow_unraveling_of_a_foreign_smuggling_ring._These_foreigners_come_into_$COUNTRY$_without_permission,_knowing_they_face_execution_should_they_be_caught--_yet_some_of_our_advisors_say_there_are_benefits_to_their_presence,_as_they_can_supply_needs_to_the_$COUNTRY_ADJ$_people_that_we_cannot.;;;;;;;;;;;;;
EVTNAME13020;Foreign Missionaries;;;;;;;;;;;;;
EVTDESC13020;\n\nDespite_our_policy_of_not_permitting_foreigners_into_$COUNTRY$,_it_has_been_discovered_that_a_group_of_foreign_missionaries_has_been_traveling_among_our_people_and_spreading_their_religion._While_we_have_every_right_to_execute_them_out_of_hand,_this_does_raise_the_possibility_of_a_confrontation_with_their_home_country._Do_we_wish_to_risk_such_a_war,_all_for_the_sake_of_a_few_priests?;;;;;;;;;;;;;
EVTNAME13030;Western Approaches;;;;;;;;;;;;;
EVTDESC13030;\n\nNews_reaches_us_that_an_expatriate_community_of_foreigners,_from_various_European_countries_and_Great_Powers,_has_formed_in_one_of_our_cities._Doubtlessly,_this_is_a_direct_effect_of_our_government's_policy_of_open_ports_and_borders._This_influx_might_be_positive,_as_our_government_seems_to_believe,_however_some_voices_have_less_kind_things_to_say_about_the_foreigners.;;;;;;;;;;;;;
EVTDESC13040;\n\nDespite_the_obvious_rightness_of_our_country's_trade_policies,_greater_amounts_of_foreign_goods_could_be_useful,_and_elements_within_our_administration_have_suggested_setting_up_a_limited_trading_post_in_one_of_our_coastal_cities,_where_foreign_ships_can_moor_and_trade,_without_compromising_the_cultural_integrity_of_$COUNTRY$._It_could_be_an_economic_boon_to_the_area_and_the_nation,_but_conservative_voices_warn_that_destructive_foreign_influences_might_further_creep_into_our_society.;;Trotz_der_offensichtlichen_Richtigkeit_unserer_Isolationspolitik_könnte_eine_gewisse_Menge_ausländischer_Güter_uns_von_Nutzen_sein._Einige_Elements_in_unserer_Regierung_haben_vorgeschladen,_einen_beschränkten_Handelsposten_in_$PROVINCENAME$_zu_errichten,_wo_ausländische_Schiffe_ankern_und_handeln_können,_ohne_im_Großen_und_Ganzen_unsere_Politik_der_Separation_vom_Rest_der_Welt_außerhalb_$COUNTRYNAME$_zu_kompromittieren._Es_könnte_für_das_Gebiet_wie_auch_die_Nation_einen_wirtschaftlichen_Aufschwung_bedeuten,_aber_konservative_Stimmen_warnen,_dass_destruktive_ausländische_Einflüsse_sich_in_unsere_Gesellschaft_einschleichen_könnten.;;;;;;;;;;;
EVTDESC13050;\n\nA_sweet,_pungent_stench_hangs_over_the_backstreets_and_alleys_in_one_of_our_cities,_emanating_and_spreading_in_every_direction_from_an_epicenter_at_the_foreign_trade_station._The_European_traders_have_brought_with_them_the_habit_of_opium_smoking,_and_our_subjects_have_taken_to_it_on_a_scale_that_threatens_to_become_epidemic._It_seems_that,_for_every_new_ship_that_lands,_more_and_more_of_our_people_get_caught_in_the_deadly_and_pacifying_web_of_addiction._What_should_we_do?;;Ein_süßlich-stechender_Gestank_hängt_über_den_Hintergassen_und_-gossen_in_$PROVINCENAME$_und_verbreitet_sich_von_einem_Epizentrum_an_der_ausländischen_Handelsstation_in_alle_Richtungen_aus._Die_europäischen_Händler_haben_die_Gewohnheit_des_Opiumrauchens_mit_sich_gebracht,_und_unsere_Untertanen_haben_sie_auf_eine_Stufe_erhöht,_die_zu_einer_Epidemie_zu_werden_droht._Es_scheint,_dass_mit_jedem_neuen_Schiff,_das_ankert,_mehr_und_mehr_unserer_Untertanen_sich_im_tödlichen_Netz_der_Sucht_verstricken._Was_sollen_wir_tun?;;;;;;;;;;;
EVTDESC13056;The_great_clippers_ply_our_coastlines_from_north_to_south,_like_wolves_culling_out_the_weak_and_the_corruptible_with_the_poison_they_sell._Wherever_there_is_an_unexposed_harbor,_a_foreign_ship_soon_docks,_and_drives_another_fang_into_our_national_body._The_use_of_opium_has_spread_throughout_$STATENAME$.;Les_grands_voiliers_de_commerce_sillonent_nos_côtes_du_nord_au_sud,_comme_des_loups_à_l'abattage_des_faibles_et_des_corruptibles_avec_le_poison_qu'ils_vendent._Partout_où_il_y_a_un_port_non_encore_exposé,_un_navire_étranger_accoste_bientôt,_et_plante_un_autre_croc_dans_notre_organisme_national._L'usage_de_l'opium_s'est_étendue_à_$PROVINCENAME$._;Die_großen_Klipper_fahren_unsere_Küste_von_Norden_nach_Süden_ab,_wie_Wölfe,_die_sich_die_Schwächsten_aus_der_Herde_suchen_-_in_diesem_Fall_die_mit_ihrem_wohlfeilen_Gift_Korrumpierbaren._Wo_immer_sich_ein_neuer_Hafen_findet,_ankert_bald_ein_ausländisches_Schiff_und_rammt_einen_weiteren_Reißzahn_in_den_Körper_unserer_Nation._Der_Opiumgebrauch_hat_sich_nach_$PROVINCENAME$_ausgebreitet.;;Los_grandes_veleros_clíper_navegan_por_nuestras_costas,_recorriéndolas_de_norte_a_sur,_como_lobos_que_acechan_a_los_débiles_y_corruptibles_con_el_veneno_que_venden._Cuando_encuentran_un_puerto_desprotegido,_un_barco_extranjero_atraca_y_clava_su_colmillo_en_el_cuerpo_de_nuestra_nación._El_uso_del_opio_se_ha_extendido_a_$PROVINCENAME$.;;;;;;;;;
EVTDESC13070;\n\nRangaku',_literally_translated_as_'Dutch_learning',_and_by_extension_'Western_learning',_is_a_Japanese_word_used_to_describe_a_particular_body_of_knowledge_and_learning_imported_from_the_west_via_a_Dutch_trading_station_at_Dejima._Something_similar_has_ocurred_at_the_trading_station_in_one_of_our_provinces,_where_local_officials_are_busy_translating_western_books_and_treatises_on_science,_advancing_$COUNTRY_ADJ$_science_and_understanding_of_the_world.;;Rangaku',_wörtlich_übersetzt_als_'Lehren_der_Holländer',_und_weitergehend_als_'Lehren_aus_dem_Westen',_ist_ein_japanisches_Wort,_das_ein_bestimmtes_Wissen_bedeutet,_welches_aus_dem_Westen_über_einen_holländische_Handelsposten_in_Dejima_nach_Japan_kam._Etwas_Ähnliches_ist_am_Handelsposten_in_$PROVINCENAME$_geschehen,_wo_örtliche_Beamte_damit_beschäftigt_sind,_westliche_Bücher_und_wissenschaftliche_Abhandlungen_zu_übersetzen,_um_die_$COUNTRY_ADJ$_Wissenschaft_und_die_Kenntnis_von_der_Welt_weiterzubringen.;;;;;;;;;;;
EVTDESC13080;\n\nHe_hides_his_face_and_speaks_with_controlled_anger._A_local_aristocrat_has_been_insulted_by_one_of_the_foreigners_living_in_one_of_our_provinces._Apparently,_the_foreigner_in_question_failed_to_bow_in_the_appropriate_manner_when_passing_the_aristocrat_on_the_street._Shall_we_tolerate_such_blatant_ignorance_of_our_customs?;;Er_verbirgt_sein_Gesicht_und_spricht_mit_kontrolliertem_Ärger._Ein_lokaler_Aristokrat_in_$PROVINCENAME$_wurde_von_einem_der_dort_lebenden_Ausländer_beleidigt._Offensichtlich_versäumte_der_Ausländer,_sich_in_der_korrekten_Weise_zu_verbeugen,_als_er_dem_Aristokraten_auf_der_Straße_begegnete._Sollen_wir_solch_blatante_Ignoranz_unserer_Sitten_tolerieren?;;;;;;;;;;;
EVTDESC13090;\n\nHe_unveils_the_device_with_the_excitement_of_a_child._-_'You_can_see_their_eyes!',_he_cries,_pointing_excitedly_at_the_jar_of_beetles._He_instructs_you_to_look_into_the_object_--_the_glass_and_metal_is_cold_against_your_face_--_there,_in_curves_of_an_optic_lense,_reality_is_magnified_ten_times_over._-_'It's_a_microscope!,_he_laughs._-_'I_bought_it_from_one_of_the_foreigners!';;Er_enthüllt_den_Apparat_mit_der_Begeisterung_eines_Kindes._-_'Man_kann_ihre_Augen_sehen!',_ruft_er_aus_und_deutet_aufgeregt_auf_das_Glas_mit_den_Käfern._Er_bedeutet_Ihnen,_in_den_Apparat_zu_schauen_--_das_Glas_und_Metall_fühlt_sich_auf_Ihrem_Gesicht_kalt_an_--_dort,_in_den_Biegungen_einer_optischen_Linse,_sieht_die_Realität_zehnmal_größer_aus._-_'Es_ist_ein_Mikroskop!',_lacht_er._-_'Ich_habe_es_von_den_Ausländern_in_$PROVINCENAME$_gekauft!';;;;;;;;;;;
EVTDESC13140;\n\nSome_intelligence_concerning_our_military_preparations_has_spread_from_the_military_mission_in_one_of_our_provinces,_severely_hurting_our_war_effort._We_have_expelled_the_members_of_the_mission,_but_the_damage_has_already_been_done.;Des_renseignements_confidentiels_concernant_nos_préparatifs_militaires_ont_été_divulgués_par_la_mission_militaire_de_$PROVINCENAME$,_estropiant_gravement_notre_effort_de_guerre._Nous_avons_expulsé_les_membres_de_la_mission,_mais_le_mal_est_fait.;Einige_Informationen_über_unsere_militärischen_Vorbereitungen_haben_sich_aus_der_Militärmission_in_$PROVINCENAME$_verbreitet_und_schaden_unseren_Kriegsbemühungen_enorm._Wir_haben_die_Missionsmitglieder_des_Landes_verwiesen,_aber_der_Schaden_ist_passiert.;;;;;;;;;;;
EVTDESC13160;\n\nSailors_winding_up_drunk_in_$COUNTRY_ADJ$_prisons_aren't_normally_affairs_of_state,_but_this_is_an_exception._A_navyman_from_one_of_the_Great_Powers_has_been_arrested_by_officials_in_one_of_our_cities,_after_having_murdered_one_of_our_subjects_in_what_appears_to_have_started_as_a_bar_fight._The_diplomatic_attaché_insists_that_the_sailor_be_handed_over_to_the_country_in_question,_and_tried_according_to_their_laws._This_presents_us_with_a_conundrum._Granting_this_privilege_once_is_tantamount_to_allowing_extraterritoriality_to_all_foreign_subjects,_but_not_doing_so_might_very_well_cause_international_uproar._This_issue_merits_careful_consideration.;;Betrunkene_Matrosen,_die_in_$COUNTRY_ADJ$_Gefängnissen_landen,_sind_üblicherweise_keine_Staatsaffären,_aber_dies_ist_eine_Ausnahme._Ein_Matrose_aus_einer_der_Großmächte_wurde_in_$PROVINCENAME$_verhaftet,_nachdem_er_einen_unserer_Untertanen_im_Verlauf_einer_Kneipenschlägerei_umbrachte._Der_diplomatische_Attaché_besteht_darauf,_dass_der_Matrose_den_Gerichten_seines_Heimatlandes_ausgeliefert_und_dort_nach_ihren_Gesetzen_verurteilt_wird._Dies_bringt_uns_in_eine_Zwickmühle._Dieses_Privileg_ist_ein_wichtiger_Teil_der_Extraterritorialität,_die_allen_Ausländern_zusteht,_aber_wenn_wir_es_nicht_tun,_sehen_wir_einem_internationalen_Aufschrei_entgegen._Dieses_Problem_muss_sorgfältig_durchdacht_werden.;;;;;;;;;;;
EVTDESC13230;\n\nWandering_alone_in_the_streets_of_$CAPITAL$_can_be_a_dangerous_thing,_as_a_foreign_ambassador_in_the_Legation_Quarter_recently_found_out._Guards_report_having_found_him_dead_at_4_AM_in_the_morning,_apperently_the_victim_of_a_robbery,_however_the_foreigners_accuse_us_of_having_failed_in_our_supposed_responsibility_to_protect_their_diplomats._We_fear_that_even_a_formal_apology_will_not_be_enough_to_placate_them,_however,_something_more_tangible_might...;;Alleine_durch_die_Straßen_von_$PROVINCENAME$_zu_wandern,_kann_gefährlich_sein,_wie_ein_ausländischer_Botschafter_im_Legationsviertel_neulich_herausfand._Wachen_fanden_ihn_um_vier_Uhr_morgens_tot_auf,_offensichtlich_Opfer_eines_Raubüberfalls._Die_Ausländer_aber_beschuldigen_uns,_unserer_angeblichen_Pflicht,_ihre_Diplomaten_zu_schützen,_nicht_Genüge_getan_zu_haben._Wir_fürchten,_dass_selbst_eine_formelle_Entschuldigung_nicht_ausreichen_wird,_um_sie_zu_besänftigen,_aber_vielleicht_etwas_mehr_Handfestes_...;;;;;;;;;;;
EVTDESC13280;\n\nThe_reforms_sweeping_through_our_country_have_upset_the_landed_elites_in_one_of_our_cities.;Les_réformes_menées_dans_notre_pays_déplaisent_aux_élites_foncières_de_$PROVINCENAME$.;Die_unser_Land_überziehenden_Reformen_haben_die_Landbesitzereliten_in_$PROVINCENAME$_verärgert.;;;;;;;;;;;
EVTNAME13365;Boxers Occupy Foreign-Held Lands;;;;;;;;;;;;;
EVTDESC13365;The_Righteous_Society_of_Harmonious_Fists_have_invaded_lands_currently_owned_by_a_colonial_power,_but_which_rightfully_belong_to_the_Chinese._More_than_that,_they_have_successfully_occupied_the_territory_and_rebuffed_efforts_by_westerners_to_take_it_back._We_can_attempt_to_stake_our_claim_over_the_land_once_again,_though_if_we_do_it_is_all_but_tantamount_to_a_declaration_of_war--_and,_considering_the_state_the_Qing_Empire_is_in,_it_might_be_a_war_in_which_we_stand_to_lose_more_than_we_gained.;;;;;;;;;;;;;
EVTNAME13370;The Boxers Victorious!;;;;;;;;;;;;;
EVTDESC13370;\n\n$CAPITAL$_has_been_occupied_by_the_Righteous_Society_of_Harmonious_Fists,_who_have_successfully_driven_foreign_influence_out_of_the_country_and_restored_it_to_its_traditional_policies_of_isolationism._What_repercussions_this_will_cause_with_the_western_powers_remains_to_be_seen,_but_for_the_moment_the_Empire_stands_triumphant.;;;;;;;;;;;;;
EVTNAME18501;The $COUNTRY_ADJ$ Way;;;;;;;;;;;;;
EVTDESC18501;Ours_is_a_nation_of_equality,_where_no_man_is_placed_above_another_in_importance._Everyone_strives_for_the_betterment_of_all._A_recent_report_in_a_$CAPITAL$_newspaper_regarding_the_arrest_of_a_wealthy_but_criminal_industrialist_has_served_not_to_outrage_the_$COUNTRY_ADJ$_people,_but_rather_to_reinforce_their_ideals._Today_our_people_walk_a_little_more_proudly_than_before.;;;;;;;;;;;;;
EVTNAME18505;$COUNTRY_ADJ$ Ingenuity;;;;;;;;;;;;;
EVTDESC18506;Ours_is_a_nation_of_liberty,_where_every_man_is_born_with_the_inherent_right_to_seek_his_own_destiny._The_possibility_of_prosperity_lies_within_every_man's_reach._A_recent_report_in_a_$CAPITAL$_newspaper_regarding_the_acquittal_of_a_man_popularly_believed_to_be_innocent_has_served_to_reinforce_our_peoples'_ideals._Today_they_walk_a_little_more_proudly_than_before.;;;;;;;;;;;;;
EVTNAME18510;Military Parade;;;;;;;;;;;;;
EVTDESC18510;\n\nIn_the_eyes_of_our_soldiers_as_they_parade_through_the_streets,_nothing_can_be_seen_but_utmost_devotion_to_$COUNTRYNAME$_and_the_ideals_for_which_our_nation_stands._These_men,_and_the_description_fits_them,_have_been_fostered_since_childhood_into_rigid_and_firm_belief_in_our_nation,_and_they_would_die_to_defend_it._Long_live_$COUNTRY$!;;;;;;;;;;;;;
EVTDESC18511;Ours_is_a_nation_of_might,_where_a_man's_strength_determines_his_success_and_everyone_knows_very_well_how_superior_we_are_to_our_neighbors._None_can_hope_to_compare_to_$COUNTRY$_on_our_best_day._A_recent_report_in_a_$CAPITAL$_newspaper_regarding_the_execution_of_a_foreigner_believed_to_have_been_engaged_in_criminal_activities_on_$COUNTRY_ADJ$_soil_has_served_to_reinforce_our_peoples'_beliefs._Today_they_walk_a_little_more_proudly_than_before.;;;;;;;;;;;;;
EVTNAME18515;Send in the Troops;;;;;;;;;;;;;
EVTDESC18515;Matters_in_$COUNTRY$_are_getting_out_of_hand._Acts_of_violence_are_becoming_more_commonplace,_and_some_claim_that_revolution_is_in_the_air._Many_citizens_in_$CAPITAL$_are_calling_on_the_government_to_take_stronger_measures._Sending_our_army_to_deal_with_the_violence_will,_however,_only_bring_the_attention_of_the_world_upon_us._Perhaps_this_is_a_time_to_prove_that_$COUNTRY$_can_deal_with_its_affairs_in_the_way_we_always_have--_with_civility.;;;;;;;;;;;;;
EVTDESC18517;Ours_is_a_nation_of_order,_where_peace_and_civility_rule_the_day._Everyone_strives_for_the_common_good,_and_for_the_progress_of_our_nation_as_a_whole._A_recent_report_in_a_$CAPITAL$_newspaper_regarding_the_arrest_of_a_prominent_criminal_figure_who_had_previously_eluded_authorities_has_not_outraged_the_people,_but_rather_has_served_to_reinforce_their_beliefs._Today_the_people_of_$COUNTRY$_walk_a_little_more_proudly_than_before.;;;;;;;;;;;;;
EVTNAME18521;Brotherhood of Man;;;;;;;;;;;;;
EVTDESC18521;A_celebration_in_$CAPITAL$_took_place_this_month,_a_somber_affair_following_the_death_of_a_prominent_politician._This_was_a_celebration_of_the_$COUNTRY_ADJ$_way:_peace,_brotherhood_and_fraternity._Such_were_the_virtues_this_man_believed_in,_and_it_is_a_belief_shared_by_all_the_$COUNTRY_ADJ$_people.;;;;;;;;;;;;;
EVTNAME18525;Liberty Shines;;;;;;;;;;;;;
EVTDESC18525;A_celebration_in_$CAPITAL$_took_place_this_month,_a_somber_affair_following_the_death_of_a_prominent_politician._This_was_a_celebration_of_the_$COUNTRY_ADJ$_way:_freedom,_liberty_and_the_pursuit_of_happiness._Such_were_the_virtues_in_which_this_man_believed,_and_it_is_a_belief_shared_by_all_the_$COUNTRY_ADJ$_people.;;;;;;;;;;;;;
EVTNAME18530;The $COUNTRY_ADJ$ Destiny;;;;;;;;;;;;;
EVTDESC18531;A_recent_dispute_with_one_of_our_neighbors_has_had_an_electrifying_effect_upon_the_people_of_$COUNTRY$:_'How_can_they_be_allowed_to_treat_us_this_way?',_they_ask._Some_are_calling_for_war,_while_others_are_satisfied_with_the_knowledge_that_our_nation_has_already_come_out_on_top.;;;;;;;;;;;;;
EVTNAME18540;Charting the Course of $COUNTRY$;;;;;;;;;;;;;
EVTDESC18540;\n\nNow_that_we_have_embraced_westernization,_we_must_choose_the_path_that_$COUNTRY$'s_people_will_take_in_the_years_to_come._What_modernized_ideals_will_we_hold_to?;;;;;;;;;;;;;
EVTNAME18550;Rejecting Westernization;;;;;;;;;;;;;
EVTDESC18550;\n\nOur_people_have_attempted_to_embrace_the_ideals_of_westernization_for_a_long_time,_but_now_there_is_a_growing_movement_to_return_to_the_traditional_$COUNTRY_ADJ$_way_of_life._It_falls_to_the_nation's_leaders_to_set_the_example:_should_we_embrace_the_ideal_of_tradition_once_again,_or_should_westernization_remain_our_goal_despite_our_continuing_isolation?;;;;;;;;;;;;;
EVTNAME18551;Embracing Westernization;;;;;;;;;;;;;
EVTDESC18551;Our_people_have_held_to_our_traditions_for_a_very_long_time._After_many_years_of_exposure_to_the_western_nations,_however,_a_growing_movement_has_begun_to_change_the_$COUNTRY_ADJ$_way_of_life._Intellectuals_in_$CAPITAL$_say_the_government_should_lead_the_people_into_an_era_of_progress_and_not_remain_mired_in_our_backward_ways._Shall_we_throw_these_fools_into_prison,_or_consider_what_they_have_to_say?;;;;;;;;;;;;;
EVTNAME18555;Clash of Ideals;;;;;;;;;;;;;
EVTDESC18555;$COUNTRY_ADJ$_intellectuals_have_clashed_with_members_of_the_aristocracy_in_$CAPITAL$._The_aristocracy_has_accused_the_intellectual_elite_of_attempting_to_cast_aside_the_$COUNTRY_ADJ$_way_of_life,_while_the_intellectuals_say_that_progress_is_necessary_if_$COUNTRY$_is_to_have_any_chance_against_western_imperialist_powers._The_argument_of_the_intellectuals_is_convincing,_but_this_has_not_calmed_matters_in_the_streets.;;;;;;;;;;;;;
EVTNAME18556;New Ideas;;;;;;;;;;;;;
EVTDESC18556;$COUNTRY_ADJ$_intellectuals_have_brought_several_new_ideas_before_the_court,_ideas_that_could_advance_our_research_considerably._They_are_also_quite_contentious,_however,_and_a_rejection_of_the_intellectuals_could_do_much_to_soothe_the_aristocracy.;;;;;;;;;;;;;
EVTNAME18560;Annals of the Past;;;;;;;;;;;;;
EVTDESC18560;The_peasants_are_taking_to_the_streets,_rising_up_against_their_rulers_in_ways_that_would_have_been_unthinkable_only_decades_ago._Perhaps_it_is_time_to_remind_them_of_their_duty_to_their_nation,_and_of_the_traditions_which_have_served_$COUNTRY$_so_well_in_ages_past?;;;;;;;;;;;;;
EVTNAME18562;The Fight Against Progress;;;;;;;;;;;;;
EVTDESC18562;$COUNTRY_ADJ$_reactionaries_have_begun_heated_debates_in_one_of_our_states,_arguing_that_$COUNTRY$_should_not_be_slavishly_seeking_to_chase_after_'civilized'_nations--_indeed,_that_already_$COUNTRY$_has_gone_too_far_down_the_path_of_degradation_and_that_the_$COUNTRY_ADJ$_people_suffer_for_it._They_are_calling_on_the_government_to_repeal_reforms,_or_at_the_very_least_to_slow_down_the_rapid_pace_of_change..._and_they_are_gaining_a_wide_audience.;;;;;;;;;;;;;
EVTNAME18565;A Return to Western Influence?;;;;;;;;;;;;;
EVTDESC18565;$COUNTRY$_is_a_nation_of_progress,_and_our_current_period_of_insulation_against_the_western_powers_runs_contrary_to_that_ideal._Shall_we_call_on_the_borders_to_be_opened_once_again?_It_might_anger_some_of_our_people,_but_the_flow_of_goods_and_ideas_is_invaluable_to_our_prosperity.;;;;;;;;;;;;;
EVTNAME18571;Rejecting the West?;;;;;;;;;;;;;
EVTDESC18571;We_never_wanted_this_contact_with_the_westerners._They_bring_too_many_problems_into_our_country,_and_their_influence_spreads_like_an_insidious_disease._Many_in_the_$COUNTRY_ADJ$_court_are_calling_for_the_borders_to_be_closed_once_again,_for_us_to_display_to_these_imperialists_that_they_cannot_simply_strut_about_our_nation_as_if_they_own_it._A_display_of_force_is_necessary!;;;;;;;;;;;;;
EVTNAME33205;The Spanish Pacific;;;;;;;;;;;;;
EVTNAME36943;The New Zealand Colony;;;;;;;;;;;;;
EVTDESC36943;The_arrival_of_European_settlers,_known_locally_as_Pakeha,_has_resulted_in_an_increasing_amount_of_land_purchased_from_the_Maori._While_this_has_improved_local_conditions,_it_has_angered_a_large_portion_of_the_Maori_portion_who_resent_the_European_presence_and_accuse_the_British_of_breaking_the_Treaty_of_Waitingi.;;;;;;;;;;;;;
EVTNAME44129;The Mormon Exodus;;;;;;;;;;;;;
EVTDESC44129;After_violence_in_their_home_enclave_of_Nauvoo,_Illinois,_the_Mormons_have_elected_to_head_west_to_settle_in_the_Salt_Lake_Valley_where_they_can_practice_their_faith_without_hinderance._Led_by_Brigham_Young,_the_Mormons_suffered_great_hardship_but_eventually_did_reach_their_destination--_and_prospered.;;;;;;;;;;;;;
EVTNAME44356;Second Stage of the CNR;;;;;;;;;;;;;
EVTDESC44356;\n\nThe_second_stage_of_the_Canadian_National_Railway,_linking_Calgary_to_the_Atlantic_Coast,_has_been_completed._Now_work_must_begin_on_the_last_stage,_which_will_be_the_longest_and_most_difficult_yet_as_it_requires_creating_a_pass_through_the_Rocky_Mountains_themselves.;;;;;;;;;;;;;
EVTNAME46304;War of the Triple Alliance;;;;;;;;;;;;;
EVTDESC46304;\n\nParaguay_has_always_suffered_from_its_landlocked_status_in_terms_of_commerce_and_communication_with_the_rest_of_the_world._Surrounded_on_three-quarters_of_its_frontiers_by_the_vastly_larger_Brazil_and_Argentina,_it_was_impossible_for_this_little_state_to_emerge_as_the_regional_power_of_which_Solano_López_dreamed._In_the_north,_Brazil?s_Mato_Grosso_province_is_thinly_defended_and_rich_in_mineral_resources,_and_in_the_south_Corrientes_and_Entre_Rios_provinces,_with_questionable_loyalties_to_Argentia,_could_provide_a_direct_access_to_the_sea._López_sought_a_casus_belli_to_start_a_war_against_Brazil_or_Argentina,_and_he_found_it_in_Uruguay,_where_the_Colorado_leader_Flores_rose_up_against_the_Blanco_party_and_President_Berro,_who_guaranteed_Paraguay's_access_to_the_Atlantic_via_the_Rio_de_la_Plata_estuary._With_restoring_order_in_Uruguay_we_can_secure_our_sea_access,_and_hopefully_drag_Brazil_or_Argentina_into_the_war_-_but_beware,_a_war_with_both_of_them_could_be_the_end_of_our_nation.;;;;;;;;;;;;;
EVTNAME60160;Birth of a Nation;;;;;;;;;;;;;
EVTDESC60160;_Today_crowds_gathered_in_$CAPITAL$_to_celebrate_$COUNTRY$'s_independence._In_the_modern_world,_independence_can_be_a_fleeting_thing--_so_we_must_enjoy_it_while_we_can._Today,_$COUNTRY_ADJ$_flags_wave_from_every_window_and_corner,_and_jubilant_citizens_sing_the_$COUNTRY_ADJ$_anthem._It_is_a_heartfelt_theme_that_speaks_of_better_tomorrows.;;;;;;;;;;;;;
EVTNAME80111;The Dungan Basin;;;;;;;;;;;;;
EVTDESC80111;Now_that_the_rebellion_in_distant_Sinkiang_is_finished,_there_appears_to_be_some_question_as_to_who_has_ownership_over_the_Dungan_basin._The_western_half_of_the_basin,_in_Qaratal,_is_occupied_by_the_wicked_Russians_-_but_they_wish_control_over_the_eastern_half_in_Kulja,_as_well._Should_we_surrender_the_basin_peacefully,_or_fight_for_$COUNTRY_ADJ$_honor?;;;;;;;;;;;;;
EVTNAME90034;Union With Greece;;;;;;;;;;;;;
EVTDESC90034;The_time_has_come_to_unite_with_our_Greek_brothers.;;;;;;;;;;;;;
EVTNAME95076;The January Uprising;;;;;;;;;;;;;
