Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC6011;\n\nThe_Pioneer_Column_was_a_force_raised_by_General_Jacobus_Herculaas_de_la_Rey_and_several_prominent_burghers_in_Pretoriain_$YEAR$_and_used_in_his_efforts_to_annex_the_territory_of_Mashonaland._De_la_Rey_was_anxious_to_secure_Matabeleland_and_Mashonaland_before_the_Germans,_Portuguese_or_British_did._His_first_step_was_to_persuade_the_Matabele_King_Lobengula_to_sign_a_treaty_giving_him_rights_to_mining_and_administration_(but_not_settlement_as_such)_in_the_area_of_Mashonaland_which_was_ruled_by_the_King_by_use_of_coercion_and_murderous_raids_involved_tribute-taking_and_abduction_of_young_men_and_women._Using_his_Concession_between_De_la_Rey's_Suid-Afrika_Kolonial_Company_and_Lobengula,_he_then_sought_and_obtained_a_charter_from_the_South_African_government_allowing_him_to_act._The_column_crossed_the_river_Tuli_into_Matabeleland_and_halted_at_a_naturally_flat_and_marshy_meadow_bounded_by_a_steep_rocky_hill,_raising_the_Boer_union_flag.;;;;;;;;;;;;;
EVT6011OPTA;An auspicious day.;;;;;;;;;;;;;
EVT6011OPTB;Frankly, we don't want it.;;;;;;;;;;;;;
EVTNAME6012;Naming the Zambezi Land;;;;;;;;;;;;;
EVTDESC6012;Now_that_we_have_conquered_the_lands_around_the_Zambezi_river,_we_need_a_proper_name_for_the_territory.;;;;;;;;;;;;;
EVT6012OPTA;After the Zambezi river, of course.;;;;;;;;;;;;;
EVT6012OPTB;After that Englishman who helped us settle it.;;;;;;;;;;;;;
EVT6012OPTC;After De la Rey, who conquered it!;;;;;;;;;;;;;
EVTNAME6013;Choosing our Capital;;;;;;;;;;;;;
EVTDESC6013;\n\nThere_are_several_major_cities_which_can_rightly_claim_to_be_the_heart_of_our_nation._Is_it_Capetown,_known_as_Kaapstad_to_the_Boers,_where_the_first_Dutch_settlers_made_their_home?_Bloemfontein,_the_city_of_roses?_Pietermaritzburg,_one_of_the_first_settlements_of_the_Voortrekkers?_Pretoria,_center_of_the_Zuid-Afrikaanische_Republiek?_Or_the_quickly-growing_boom_town_Johannesburg?_Whichever_we_choose,_large_construction_projects_and_improvement_of_infrastructure_is_sure_to_follow.;;;;;;;;;;;;;
EVT6013OPTA;Capetown;;;;;;;;;;;;;
EVT6013OPTB;Bloemfontein;;;;;;;;;;;;;
EVT6013OPTC;Pietermaritzburg;;;;;;;;;;;;;
EVT6013OPTD;Pretoria;;;;;;;;;;;;;
EVT6013OPTE;Klerksdorp;;;;;;;;;;;;;
EVTNAME6014;Africa for Africans;;;;;;;;;;;;;
EVTDESC6014;\n\nOne_of_the_parties_that_have_as_part_of_their_agenda,_the_belief_in_full_citizenship_for_all_no_matter_one's_race,_has_taken_power_in_the_Volksraad._They_intend_to_bring_the_native_peoples_back_into_public_life,_and_are_pushing_radical_programs_to_do_so._Restrictions_on_blacks_in_urban_areas_and_on_their_holding_of_public_sector_jobs_will_be_immediately_abolished._Self-governing_zones_in_the_style_of_Native-American_reservations_are_to_be_designated,_such_as_the_Xhosaland,_where_whites_will_be_expelled_from_governmental_positions_in_favor_of_the_natives._In_the_longer-term,_economic_aid_and_educational_preference_will_be_given_to_Africans_to_help_them_catch_up_to_the_standard_of_the_rest_of_the_country._The_presence_of_many_Xhosa_and_Zulus_in_the_party_administration_is_very_worrying_to_the_more_conservative_elements_of_our_society,_and_some_say_the_new_government_plans_the_destruction_of_white_peoples_in_Africa.;;;;;;;;;;;;;
EVT6014OPTA;To be a modern nation, we must be inclusive of all people in our borders.;;;;;;;;;;;;;
EVT6014OPTB;This is absurd! The military must end this charade, immediately.;;;;;;;;;;;;;
EVTNAME6015;Purifying $COUNTRY$;;;;;;;;;;;;;
EVTDESC6015;\n\nSince_its_founding,_the_Volkstaat,_true_to_its_name,_has_been_a_nation_explicitly_for_the_Boer_people._Our_current_government_wants_to_continue_this_mission_through_the_complete_reduction_of_the_native_African_populations_within_our_lands._There_are_three_proposals_in_the_Volksraad_to_achieve_this_goal._The_first,_and_most_popular_among_less_hardline_groups,_is_to_displace_them_all_into_the_former_Matabeleland_regardless_of_their_tribal_and_ethnic_divisions,_and_appoint_civil_administrators_to_watch_over_them._The_more_extreme_proposal_introduced_by_the_current_government_is_for_outright_killing,_with_'Spesiale_Aksiegroepe'_being_deployed_to_raid_and_destroy_native_villages._Both_are_sure_to_be_time-consuming_and_expensive,_as_well_as_damaging_to_our_international_reputation._But_something--anything--to_purify_our_land_must_be_done.;;;;;;;;;;;;;
EVT6015OPTA;Implement the hardliners' plan. These people have always been our enemies. §RGain 5 infamy§W;;;;;;;;;;;;;
EVT6015OPTB;Displacement seems most practical. §RGain 3 infamy§W;;;;;;;;;;;;;
EVT6015OPTC;We should wait and see how things develop. Stall the Volksraad.;;;;;;;;;;;;;
EVT6015OPTD;We cannot allow this to happen. Veto the bill entirely and issue a gag order on the matter.;;;;;;;;;;;;;
EVTNAME6016;Native Removal.;;;;;;;;;;;;;
EVTDESC6016;\n\nOur_plan_to_remove_the_Xhosa,_Zulu,_Nguni,_and_other_bothersome_tribes_continues_as_planned._Another_province_have_been_cleared.;;;;;;;;;;;;;
EVT6016OPTA;'N land vir ons met rus.;;;;;;;;;;;;;
EVTNAME6017;Native Extermination.;;;;;;;;;;;;;
EVTDESC6017;Our_plan_to_remove_the_Xhosa,_Zulu,_Nguni,_and_other_bothersome_tribes_continues_as_planned._Another_province_have_been_cleared.;;;;;;;;;;;;;
EVT6017OPTA;'N land vir ons met rus.;;;;;;;;;;;;;
EVTNAME6018;Fertile Lands of the Transvaal;;;;;;;;;;;;;
EVTDESC6018;The_Transvaal_is_named_for_the_Vaal_river_which_runs_along_its_southern_border._'Vaal'_is_the_Boer_translation_of_the_Khoikhoi_name_'Tky-Gariep',_meaning_'dull_river',_referring_to_the_coloration_produced_by_the_silt_the_waters_carry_in_the_flood_season._The_minerals_in_this_silt_make_the_soil_fertile,_and_increase_crop_yields._Thanks_largely_to_such_rivers_flowing_through_it,_and_the_mild_climate_of_the_area,_the_Transvaal_is_very_hospitable.;;;;;;;;;;;;;
EVT6018OPTA;'N Pragtige land.;;;;;;;;;;;;;
EVTNAME6019;Boer Commandos;;;;;;;;;;;;;
EVTDESC6019;\n\nOn_the_Cape_frontier_in_the_18th_century,_a_system_of_local_defense_emerged_wherein_all_men_in_a_community_between_16_and_60_were_obliged_to_join_an_armed_militia_called_a_'commando'_when_called_upon,_much_in_the_manner_of_American_'minutemen'._Generally_many_of_the_people_in_a_commando_were_related,_as_Trek_groups_were_often_made_up_of_extended_family_clans_traveling_and_settling_together._The_commandant_of_a_commando_group_was_elected_by_popular_vote,_and_his_authority_generally_rested_almost_entirely_on_the_force_of_his_personality._Despite_the_disorganized_and_undisciplined_nature_of_Boer_forces_in_this_period,_their_methods_proved_very_effective_against_both_natives_and_the_British._The_local_and_familial_nature_of_the_commando_provided_a_very_motivated_force,_and_the_Trekkers_were_masters_of_fieldcraft._The_Boers_made_extensive_use_of_skirmishing_tactics,_with_riflemen_often_harrying_enemy_forces_with_stunningly_accurate_fire_from_the_saddle.;;;;;;;;;;;;;
EVT6019OPTA;Fitting warriors for our nation.;;;;;;;;;;;;;
EVTNAME6020;The Burgerkryg;;;;;;;;;;;;;
EVTDESC6020;Disputes_in_the_fractitious_Zuid-Afrikaanische_Republiek_came_to_a_head_when_president_of_the_ZAR_Martinus_Pretorius_was_elected_president_of_the_Oranje_Free_State_as_well._The_constitution_forbade_holding_foreign_office,_so_the_Volksraad_granted_Pretorius_half_a_year's_leave_and_appointed_Johannes_Grobler_as_acting_president_and_hoped_for_a_resolution._Pretorius_elected_to_give_up_his_presidency_of_the_ZAR,_and_acting_president_Grobler_remained._Many_of_the_townsmen,_called_Burgers,_in_the_Transvaal_were_extremely_dissatisfied_with_the_Volksraad's_handling_of_the_constitutional_crisis._They_gave_their_support_to_Commandant-General_Stephanus_Schoeman,_the_"Stormvogel_den_Noorden",_Stormbird_of_the_North,_so-called_due_to_his_red_hair_and_fiery_temperment._Schoeman_attempted_to_remove_Grobler_and_proclaimed_himself_president._Conflict_erupted_when_the_Volksraad_declared_Schoeman's_faction_to_be_rebels_in_$YEAR$._The_commander-in-chief_Paul_Kruger,_backed_by_the_Volksraad,_led_the_'state_army'_in_several_skirmishes_against_the_rebels.;;;;;;;;;;;;;
EVT6020OPTA;Schoeman is forced out, hold elections.;;;;;;;;;;;;;
EVT6020OPTB;Schoeman becomes president, the Volksraad steps down.;;;;;;;;;;;;;
EVTNAME6021;The Afrikaner Church;;;;;;;;;;;;;
EVTDESC6021;\n\nDescended_from_the_Dutch_Calvinists,_the_church_of_the_Boers_was_molded_by_their_unique_experiences_and_surroundings._French_Huguenots_and_German_Lutheran_missionaries_were_early_influences_on_the_church_in_Africa,_leading_to_it_growing_apart_from_its_continental_parent._This_history_is_essential_to_understanding_the_distinctive_concept_of_"calling"_that_developed_among_the_Afrikaners._These_attitudes,_very_early_adopted,_went_with_them_through_later_conflicts,_formed_in_a_way_that_seemed_to_them_obviously_crafted_by_the_hand_of_God_Himself._They_believed_themselves_preserved_by_God's_own_wisdom_and_Providence._The_things_they_suffered,_and_the_strong_bonds_between_them_that_were_formed_through_it_all,_seemed_to_confirm_this_idea_at_every_turn._Their_history_as_a_people_has_a_central_place_in_forming_the_Boer_religion._In_this_way,_a_distinctive_folk_character_became_attached_to_their_Calvinistic_beliefs.;;;;;;;;;;;;;
EVT6021OPTA;Promote these teachings.;;;;;;;;;;;;;
EVT6021OPTB;Too unorthodox.;;;;;;;;;;;;;
EVTNAME6100;Little Rome;;;;;;;;;;;;;
EVTDESC6100;\n\nThe_town_of_Asmara_first_began_to_grow_in_importance_when_it_governor_Martini_made_it_the_capital_over_Massawa._A_railway_to_the_coast_passing_through_Ghinda,_built_under_the_direction_of_Carlo_Cavanna,_allowed_easy_access_to_Asmara_and_helped_kick_off_an_economic_boom._Many_Italians_immigrated_to_Asmara,_and_it_soon_took_on_a_distinctly_Italian_character._Due_to_the_age_and_frailty_of_many_of_the_city's_old_buildings,_along_with_two_earthquakes,_the_city_essentially_had_to_be_rebuilt_from_the_ground_up._It_was_remade_in_the_image_of_contemporary_Italy,_and_many_projects_were_undertaken_to_"experiment_with_radical_new_designs"_in_architecture._By_1939,_Asmara_had_a_population_93000,_of_which_58000_were_Italian._The_city_took_on_a_distinctly_Italian_character,_and_became_known_as_"Picolla_Roma",_"Little_Rome".;;;;;;;;;;;;;
EVT6100OPTA;Avanti Italia!;;;;;;;;;;;;;
EVTNAME6101;Tripoli Grand Prix;;;;;;;;;;;;;
EVTDESC6101;\n\nEarly_motorsports_were_embraced_enthusiastically_by_many_Italians,_perhaps_due_to_the_country_being_home_to_many_producers_of_high-performance_automobiles._Trying_to_capitalize_on_this_popularity,_the_colonial_government_of_Italian_Tripolitania_sponsored_the_Tripoli_grand_prix,_in_the_hopes_that_it_would_bring_tourism_and_consequently,_lead_to_more_Italians_settling_there._The_grand_prix_soon_ran_into_financial_trouble_and_was_nearly_canceled._However,_the_president_of_Tripoli's_auto_club,_Egidio_Sforzini,_had_a_state-of-the-art_13_kilometer_track_built_with_a_grandstand_that_could_hold_10000_people,_and_amenities_to_rival_any_course_in_Europe._The_Tripoli_Grand_Prix_rebounded_to_became_one_of_the_biggest_racing_events_in_the_world,_and_saw_several_renowned_racing_greats_such_as_Achille_Varzi_and_Hermann_Lang_on_its_track.;;;;;;;;;;;;;
EVT6101OPTA;Il Bisogno di Velocit?;;;;;;;;;;;;;
EVTNAME6022;Voorste Mense;;;;;;;;;;;;;
EVTDESC6022;\n\nBefore_great_numbers_of_Boers_departed_from_the_Cape_on_the_Great_Trek,_there_were_a_few_brave_souls_who_ventured_into_the_interior_of_Southern_Africa_in_small_groups_and_founded_communities_far_from_any_colonial_authority._One_such_settlement_was_Zoutpansberg,_"Saltpan_Mountain",_founded_by_exiled_farmer_Louis_Tregardt,_soon_joined_by_the_clans_of_Hendrik_Potgieter_and_Hans_van_Rensburg._These_early_Voortrekkers_were_known_as_"Voorste_Mense",_"First_men"._Even_prior_to_these_pioneers_was_Coenraad_de_Buys,_a_mysterious_figure_who_fled_the_Cape_in_1795,_and_by_the_time_the_Trekkers_encountered_him_near_Zoutpansberg,_he_was_patriarch_of_a_"half-caste_clan"_of_several_hundred_people,_many_his_own_children_by_local_women._These_mountain_communities_remained_very_insular_from_both_the_natives_and_the_Boer_republics.;;;;;;;;;;;;;
EVT6022OPTA;A promised land in the wilderness.;;;;;;;;;;;;;
EVTNAME6023;The Mfecane;;;;;;;;;;;;;
EVTDESC6023;The_Mfecane,_meaning_"The_Crushing"_or_"The_Scattering",_was_a_period_started_by_the_rapid_expansion_of_the_Zulu_kingdom,_pushing_other_tribes_in_search_of_new_land_and_into_conflict_with_their_neighbors._One_such_group_was_the_Matabele,_who_came_to_dominate_the_area_that_was_to_become_the_Transvaal._To_eliminate_all_opposition,_the_Matabele_king_ordered_widespread_killing_and_devastation_on_the_native_tribes._The_death_toll_is_estimated_to_be_as_high_as_two_million,_and_the_region_was_nearly_entirely_depopulated_for_years._Many_of_the_natives_near_our_settlements_have_been_affected_by_this_tribal_conflict_and_consequent_famine,_as_we_neither_offer_nor_could_provide_them_protection.;;;;;;;;;;;;;
EVT6023OPTA;This hardly concerns us.;;;;;;;;;;;;;
EVTNAME6024;Incorporating Zoutpansberg;;;;;;;;;;;;;
EVTDESC6024;Zoutpansberg_and_its_surrounding_communities_have_long_been_independent_of_outside_authority,_mostly_due_to_their_relative_isolation._Now_that_we_have_centralized_power_in_the_area,_they_have_little_choice_but_to_join_our_nation.;;;;;;;;;;;;;
EVT6024OPTA;Very good.;;;;;;;;;;;;;
EVTNAME6025;Cattle Killing;;;;;;;;;;;;;
EVTDESC6025;\n\nIn_$YEAR$,_a_disease_spread_through_the_cattle_of_the_Xhosa._Widespread_cattle_deaths_resulted,_and_it_was_believed_that_the_deaths_were_caused_by_ubuthi,_or_witchcraft._One_Xhosa_girl_named_Nongqawuse_claimed_she_had_met_three_spirits_in_the_bushes,_and_that_they_had_told_her_that_all_cattle_should_be_slaughtered,_and_their_crops_destroyed._After_the_destruction,_dead_Xhosa_would_return_and_help_expel_the_whites,_and_the_ancestors_would_bring_cattle_with_them_to_replace_those_that_had_been_killed._However,_the_ancestors_did_not_return,_and_the_Xhosa_quickly_began_to_starve._Some_fled_to_the_British,_and_plead_for_help._In_some_areas,_the_practice_of_ritual_cattle-killing_and_crop_destruction_lasted_for_several_years._By_the_time_it_had_fully_ended,_as_many_as_75000_Xhosa_were_dead,_and_the_nation_was_more_dependent_on_the_British_than_ever.;;;;;;;;;;;;;
EVT6025OPTA;A dark day for our people.;;;;;;;;;;;;;
EVTNAME6026;Cattle Killing;;;;;;;;;;;;;
EVTDESC6026;\n\nIn_$YEAR$,_a_disease_spread_through_the_cattle_of_the_Xhosa._They_believed_this_was_caused_by_witchcraft,_and_a_young_Xhosa_girl_came_forward_with_a_prophecy_that_if_all_the_cattle_were_killed_and_all_their_crops_destroyed,_ancestor_spirits_would_return_from_the_dead_and_provide_great_prosperity._This_of_course_failed_to_materialize,_and_many_thousands_of_Xhosa_are_now_starving_to_death._Many_among_them_plea_for_our_help._We_could_alleviate_their_suffering_somewhat,_or_allow_the_famine_to_continue_and_weaken_the_Xhosa,_to_seize_their_lands_for_ourselves._Either_way,_settlers_are_moving_into_now-desolate_areas,_and_the_Xhosa_are_almost_entirely_under_our_thumb.;;;;;;;;;;;;;
EVT6026OPTA;They will soon be our subjects, we must help!;;;;;;;;;;;;;
EVT6026OPTB;Capitalize on this opportunity.;;;;;;;;;;;;;
EVTNAME6027;Cross-border Raiding;;;;;;;;;;;;;
EVTDESC6027;\n\nThe_traditional_mode_of_warfare_for_the_tribes_of_Southern_Africa_was_small-scale_raiding_for_plunder_and_livestock._As_opposed_to_the_total,_state-against-state_warfare_of_Europe_and_Asia,_conflict_in_South_Africa_was_usually_quite_limited._There_was_an_element_of_ritual_to_these_clashes,_as_they_were_mostly_intended_for_posturing_and_the_satisfaction_of_honor._Being_neighbors_of_these_people,_cattle_rustlers_occasional_make_their_way_over_the_border._In_a_recent_incident,_a_small_band_of_warriors_came_upon_a_hamlet_and_killed_several_farmers_before_making_off_with_their_cattle._We_are_now_in_a_position_where_other_western_nations_would_consider_an_invasion_eminently_justifiable,_or_we_could_simply_make_some_demands_for_the_reparation_of_damages_inflicted_by_the_raiders.;;;;;;;;;;;;;
EVT6027OPTA;We must bring order to these savages. §RGain 3 infamy§W;;;;;;;;;;;;;
EVT6027OPTB;Simply demand repayment.;;;;;;;;;;;;;
EVTNAME6031;Petition Portugal For Access to Their Ports;;;;;;;;;;;;;
EVTDESC6031;\n\nOur_young_nation_of_$COUNTRY$_sits_at_a_disadvantage_in_trade_with_no_access_to_the_sea,_not_to_mention_the_difficulty_for_potential_immigrants_have_in_reaching_us_to_help_settle_our_new_frontiers;_however_Portugal_has_a_colony_right_next_door_on_the_coast_of_Mozambique._Perhaps_we_can_strike_a_deal_with_Portugal_where_they_will_allow_us_access_to_their_ports_so_we_may_better_facilitate_trade_and_immigration.;;;;;;;;;;;;
EVT6031OPTA;Let us contact Portugal;;;;;;;;;;;;;
EVTNAME6032;Port treaty with Transvaal?;;;;;;;;;;;;;
EVTDESC6032;\n\nWe_have_received_a_communiqué_from_the_South_African_Republic_asking_for_access_to_our_port_in_Lourenço_Marques,_they_have_even_offered_to_financially_compensate_us_directly_as_well_as_pay_for_all_infrastructure_connections_from_our_port_to_their_border._Should_we_go_through_with_this_deal_and_allow_their_merchants_direct_access_to_our_port?;;;;;;;;;;;;;
EVT6032OPTA;This will benefit us both, we agree!;;;;;;;;;;;;;
EVT6032OPTB;This will weaken our control over the region, we refuse!;;;;;;;;;;;;;
EVTNAME6033;Portugal has accepted our port access proposal;;;;;;;;;;;;;
EVTDESC6033;\n\nWith_Portugal's_acceptance_of_our_offer,_not_only_do_we_now_have_limited_access_to_the_sea_trade_routes_of_the_world,_but_the_new_treaty_of_access_has_interested_Dutch_investors_to_create_The_Netherlands-South_African_Railway_Company_(Nederlandsche-Zuid-Afrikaansche_Spoorwegmaatschappij)_to_build_the_railroad_from_our_capital_to_the_port,_our_own_government_is_all_too_glad_to_put_up_the_money_for_their_share._No_doubt_the_economic_benefits_will_easily_outweigh_the_relatively_insignificant_startup_costs.;;;;;;;;;;;;;
EVT6033OPTA;Excellent! This will be a boon to the ZAR!;;;;;;;;;;;;;
EVTNAME6034;Portugal Has Refused!;;;;;;;;;;;;;
EVTDESC6034;\n\nIt_looks_like_the_foolish_nation_of_Portugal_cannot_see_the_benefit_of_closer_political_relations_with_$COUNTRY$_through_giving_us_access_to_their_ports_and_the_economic_benefits_it_would_bring._They_are_too_blinded_by_their_own_short-sighted_colonial_ambitions!__We_may_be_too_weak_to_do_anything_but_protest,_yet_on_the_other_hand,_we_may_have_just_enough_strength_that_we_can_take_the_port_by_force_from_its_current_distant_masters.;;;;;;;;;;;;;
EVT6034OPTA;There isn't anything we can do about it right now.;;;;;;;;;;;;;
EVT6034OPTB;If they will not give us access, then we will take the port by force!;;;;;;;;;;;;;
EVTNAME6035;We Finally Have Our Own Port;;;;;;;;;;;;;
EVTDESC6035;\n\nFor_years_our_nation_had_to_depend_on_limited_access_through_the_Portuguese_port_of_Lourenço_Marques,_but_now_we_have_our_own_direct_access_to_the_sea._This_is_a_great_day_for_$COUNTRY$!;;;;;;;;;;;;;
EVT6035OPTA;The trade goods must flow!;;;;;;;;;;;;;
EVTNAME6036;Petition for port access at Durban;;;;;;;;;;;;;
EVTDESC6036;\n\nOur_young_nation_of_$COUNTRY$_sits_at_a_disadvantage_in_trade_with_no_access_to_the_sea,_not_to_mention_the_difficulty_for_potential_immigrants_have_in_reaching_us_to_help_settle_our_new_frontiers;_however_the_port_at_Durban_isn't_far_away,_let_us_petition_the_port_owners_for_access_in_the_name_of_international_cooperation_and_closer_relations.;;;;;;;;;;;;
EVT6036OPTA;Have our ambassador arrange a meeting.;;;;;;;;;;;;;
EVTNAME6037;Allow Oranje to have open access to our ports?;;;;;;;;;;;;;
EVTDESC6037;\n\nOur_embassy_in_the_$FROMCOUNTRY$_informed_us_that_they_would_like_to_request_direct_access_to_our_port_in_Durban_for_their_merchants._This_is_an_opportunity_for_us_to_establish_closer_trade_and_diplomatic_relations_with_their_nation,_but_there_is_always_the_risk_the_new_competition_may_hurt_the_prosperity_of_our_own_merchants,_shall_we_allow_Oranje_access_to_our_ports?;;;;;;;;;;;;;
EVT6037OPTA;The benefits greatly outweigh the drawbacks, we accept!;;;;;;;;;;;;;
EVT6037OPTB;Keep them isolated, keep them weak, we refuse!;;;;;;;;;;;;;
EVTNAME6038;$FROMCOUNTRY$ has accepted our port access proposal;;;;;;;;;;;;;
EVTDESC6038;\n\nWith_the_$FROMCOUNTRY_ADJ$_acceptance_of_our_offer,_not_only_do_we_now_have_limited_access_to_the_sea_trade_routes_of_the_world,_but_the_new_treaty_of_access_has_interested_Dutch_investors_to_create_The_Netherlands-South_African_Railway_Company_(Nederlandsche-Zuid-Afrikaansche_Spoorwegmaatschappij)_to_build_the_railroad_from_our_capital_to_the_border,_our_own_government_is_all_too_glad_to_put_up_the_money_for_their_share_of_the_cost._No_doubt_the_economic_benefits_will_easily_outweigh_the_relatively_insignificant_startup_costs.;;;;;;;;;;;;;
EVT6038OPTA;Excellent! Good times ahead!;;;;;;;;;;;;;
EVTNAME6039;$FROMCOUNTRY$ has Refused!;;;;;;;;;;;;;
EVTDESC6039;\n\nIt_looks_like_the_arrogant_$FROMCOUNTRY_ADJ$_rather_keep_us_down_than_see_the_economic_benefits_of_allowing_$COUNTRY_ADJ$_access_to_their_ports._We_will_not_soon_forget_this_slight_against_our_people.;;;;;;;;;;;;;
EVT6039OPTA;Someday we will throw off the $FROMCOUNTRY_ADJ$ yoke once and for all.;;;;;;;;;;;;;
EVTNAME6040;We Finally Have Our Own Port;;;;;;;;;;;;;
EVTDESC6040;\n\nFor_years_our_nation_had_to_depend_on_limited_access_through_the_British_port_at_Cape_Town,_but_now_we_have_our_own_direct_access_to_the_sea._This_is_a_great_day_for_$COUNTRY$!;;;;;;;;;;;;;
