Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC600001;Lenin_arrived_in_Petrograd_on_April_16,_1917,_one_month_after_the_Tsar_had_been_forced_to_abdicate.On_his_return_to_Russia,_Lenin_electrified_his_own_comrades,_most_of_whom_accepted_the_authority_of_the_Provisional_Government._Lenin_called_this_government,_despite_its_democratic_pretensions,_thoroughly_imperialist_and_undeserving_of_support_by_Socialists._It_was_incapable_of_satisfying_the_most_profound_desires_of_the_workers,_soldiers,_and_peasants_for_immediate_peace_and_division_of_landed_estates_among_the_peasants._Only_a_soviet_government_-_that_is,_direct_rule_by_workers,_soldiers,_and_peasants_-_could_fulfill_these_demands._Therefore,_he_raised_the_battle_cry,_'All_power_to_the_Soviets!'._He_began_publishing_papers_and_stirring_up_the_communists_and_socialists!_What_should_the_provisional_government_do?;;;;;;;;;;;;;
EVTDESC600002;The_Milyukov_note_was_an_incident_on_the_20th_of_April_1917,_one_which_resulted_in_the_bolstering_of_support_for_the_Bolsheviks_in_Russia,_and_a_widespread_mistrust_of_the_Russian_Provisional_Government._Foreign_Minister_Pavel_Milyukov_sent_the_Allied_Powers_a_telegram,_one_which_would_prove_to_be_a_turning_point_of_1917._The_telegram_contained_the_statement_that_the_Provisional_Government_would_continue_the_war_with_the_Tsarist_war_aims._The_telegram_was_leaked_to_the_Bolsheviks_by_an_insider,_and_they_began_protests_against_the_Provisional_Government,_which_had_previously_promised_the_people_that_the_terror_of_Tsardom_had_ended._The_consequences_were...;;;;;;;;;;;;;
EVTDESC600003;The_July_Days_refers_to_events_in_1917_that_took_place_in_Petrograd,_Russia,_between_3_July_and_7_July_(Julian_calendar),_when_soldiers_and_industrial_workers_engaged_in_spontaneous_demonstrations_against_the_Russian_Provisional_Government._The_Bolsheviks_tried_to_provide_leadership_to_the_demonstrations._The_military_attacked_the_peaceful_demonstration_and_engaged_in_repression_against_the_Bolsheviks._Lenin_went_into_hiding,_while_other_leaders_were_arrested._The_outcome_of_the_July_Days_represented_a_temporary_decline_in_the_growth_of_Bolshevik_power_and_influence_in_the_period_before_the_October_Revolution.;;;;;;;;;;;;;
EVTDESC600004;The_Kornilov_Affair,_was_an_(alleged)_attempted_coup_d'état_by_the_then_Commander-in-Chief_of_the_Russian_Army,_General_Lavr_Kornilov,_in_August_1917_against_the_Russian_Provisional_Government_headed_by_Alexander_Kerensky._Kerensky,_hearing_of_a_possible_coup_attempt_by_Kornilov,_questioned_him_and_interpreted_his_responses_as_a_confirmation_of_his_intention_to_seize_power_by_force._In_response,_Kerensky_dismissed_Kornilov_from_his_position._When_the_telegram_to_dismiss_Kornilov_arrived,_he_believed_that_Kerensky_was_acting_under_intense_pressure_from_the_Soviets_and_consequently_the_Bolsheviks,_therefore_he_ordered_the_Third_Cavalry_Corps_to_move_swiftly_to_Petrograd_to_put_down_what_he_assumed_to_be_a_Bolshevik_uprising._The_coup_failed_and_Kornilov_was_incarcerated.;;;;;;;;;;;;;
EVTDESC600005;The_October_Revolution_of_1917_was_led_by_the_Bolsheviks,_specifically_by_Lenin,_who_used_their_influence_in_the_Petrograd_Soviet_to_organize_the_armed_forces._Bolshevik_Red_Guards_forces_under_the_Military_Revolutionary_Committee_began_the_takeover_of_government_buildings_on_24_October_1917_(O.S.)._The_following_day,_the_Winter_Palace_(the_seat_of_the_Provisional_government_located_in_Petrograd,_then_capital_of_Russia),_was_captured._The_October_revolution_ended_the_phase_of_the_revolution_instigated_in_February,_replacing_Russia's_short-lived_provisional_parliamentary_government_with_government_by_soviets,_local_councils_elected_by_bodies_of_workers_and_peasants._Liberal_and_monarchist_forces,_loosely_organized_into_the_White_Army,_immediately_went_to_war_against_the_Bolsheviks_Red_Army,_in_a_series_of_battles_that_would_become_known_as_the_Russian_Civil_War.;;;;;;;;;;;;;
EVTDESC600006;The_Communists_have_finally_fallen_out_of_power_in_the_motherland._The_'Soviet_Union'_no_longer_exists._Only_Russia,_one_and_indivisible!;;;;;;;;;;;;;
EVTDESC600007;We_are_no_longer_only_Russia,_but_rather_the_Union_of_Soviet_Socialist_Republics!_Russia_no_longer_exists,_so_neither_should_its_claims_on_our_country!;;;;;;;;;;;;;
EVTDESC600008;The_Russian_Civil_War_(25_October_1917_-_October_1922)_was_a_multi-party_war_in_the_former_Russian_Empire_fought_between_the_Bolshevik_Red_Army_and_the_White_Army,_the_loosely_allied_anti-Bolshevik_forces._Many_foreign_armies_warred_against_the_Red_Army,_notably_the_Allied_Forces_and_the_pro-German_armies._The_Red_Army_defeated_the_White_Armed_Forces_of_South_Russia_in_Ukraine_and_the_army_led_by_Aleksandr_Kolchak_in_Siberia_in_1919._The_remains_of_the_White_forces_commanded_by_Pyotr_Nikolayevich_Wrangel_were_beaten_in_the_Crimea_and_were_evacuated_in_the_autumn_of_1920._A_number_of_independent_countries_-_Finland,_Estonia,_Latvia,_Lithuania,_and_Poland_-_emerged_from_the_war.;;;;;;;;;;;;;
EVTDESC600009;The_civil_war_has_finally_ended._The_Russian_economy_was_devastated_by_the_war,_with_factories_and_bridges_destroyed,_cattle_and_raw_materials_pillaged,_mines_flooded,_and_machines_damaged._The_industrial_production_value_descended_to_one_seventh_of_the_value_of_1913,_and_agriculture_to_one_third._War_Communism_saved_the_Soviet_government_during_the_Civil_War,_but_much_of_the_Russian_economy_had_ground_to_a_standstill._But_now_our_motherland_can_finally_rebuild_itself,_in_peace,_free_of_the_capitalism_oppression.;;;;;;;;;;;;;
EVTDESC600010;Tsarists_and_imperialists_in_Russia_are_waging_a_war_of_aggression_against_the_proletariat!_Should_we_intervene?;;;;;;;;;;;;;
EVTDESC600011;Socialists_and_communists_in_Russia_are_warring_against_the_rightful_government_in_an_attempt_to_claim_legitimacy!_Should_we_intervene?;;;;;;;;;;;;;
EVTDESC600012;Around_the_country,_in_the_midst_of_the_continuing_revolution,_people's_soviets_have_been_established,_forming_socialist_and_communist_local_governments._They_claim_legitimacy,_but_we_are_working_to_remove_them.;;;;;;;;;;;;;
EVTDESC600013;Despite_our_best_efforts_to_consolidate_power_and_maintain_order,_the_soviets_have_broken_off,_and_are_waging_war_against_us_for_the_legitimate_right_to_rule_Russia!;;;;;;;;;;;;;
EVTDESC600014;The_war_has_finally_ended._Now_our_motherland_can_finally_rebuild_itself,_in_peace.;;;;;;;;;;;;;
EVTDESC600015;It_has_been_a_long,_harsh_revolution._Socialists,_reactionaries,_and_communists_alike_have_tried_to_oust_the_rightful_Liberal_Provisional_Government_from_power,_but_we_managed_to_maintain_control_and_power!_Now_that_the_country_has_calmed_down,_we_can_begin_reforming_our_government_properly.;;;;;;;;;;;;;
EVTDESC600016;After_the_coup_by_the_reactionary_officers,_our_military_junta_has_finally_managed_to_consolidate_power_in_Russia._What_shall_our_next_actions_be_in_shaping_the_Motherland?;;;;;;;;;;;;;
EVTDESC600017;The_Bolsheviks_have_been_in_control_of_the_Provisional_Government_long_enough_to_mold_Russia_to_their_ideal._We_are_now_a_nation_lead_by_the_Proletariat!;;;;;;;;;;;;;
EVTDESC600018;The_Third_International_or_The_Communist_International,_was_an_association_of_national_communist_parties_founded_in_1919_by_Lenin._Though_its_stated_purpose_was_the_promotion_of_world_revolution,_the_Comintern_functioned_chiefly_as_an_organ_of_Soviet_control_over_the_international_communist_movement._The_Comintern_emerged_from_the_three-way_split_in_the_socialist_Second_International._A_majority_of_socialist_parties,_comprising_the_International's_“right”_wing,_chose_to_support_the_war_efforts_of_their_respective_national_governments_against_exterior_enemies._The_“center”_faction_of_the_International_decried_the_nationalism_of_the_right_and_sought_the_reunification_of_the_Second_International_under_the_banner_of_world_peace._The_“left”_group,_led_by_Vladimir_Lenin,_rejected_both_nationalism_and_pacifism,_urging_instead_a_socialist_drive_to_transform_the_war_of_nations_into_a_transnational_class_war.;;;;;;;;;;;;;
EVTDESC600019;In_November_1917,_following_the_October_Revolution,_the_first_government_of_the_independent_Transcaucasia_was_created_in_Tbilisi._The_Transcaucasian_Commissariat_(Sejm)_existed_for_a_couple_of_months_following_the_Bolshevik_seizure_of_power._Later,_the_Sejm_proclaimed_the_"Transcaucasian_Democratic_Federative_Republic"_and_a_peace_conference_was_held_between_the_Ottoman_Empire_and_a_delegation_of_the_Sejm._The_mood_prevailing_in_Tbilisi_was_very_different._Tbilisi_acknowledged_a_state_of_war_between_itself_and_the_Ottoman_Empire._A_new_peace_conference_opened_at_Batum_and_at_this_conference_the_Ottomans_extended_their_demands._The_Armenian_and_Georgian_members_of_the_Republic’s_delegation_began_to_stall._Beginning_on_May_21,_the_Ottoman_army_moved_ahead_once_again._The_conflict_led_to_a_series_of_battles_and_on_May_26,_1918,_Georgia_declared_independence;_two_days_later,_Armenia_and_Azerbaijan_followed_suit,_dissolving_the_federation.;;;;;;;;;;;;
EVTDESC600020;With_the_Bolsheviks_taking_the_power_in_Russia,_they_are_pressuring_us_to_change_our_government_to_be_more_aligned_with_theirs!_They_demand_a_proletariat_government_in_our_country!_What_should_we_do?;;;;;;;;;;;;;
EVTDESC600021;The_October_Revolution_of_1917_turned_Finnish_politics_upside_down._Now,_the_new_non-Socialist_majority_of_the_Parliament_desired_total_independence,_and_the_Socialists_came_gradually_to_view_Soviet_Russia_as_an_example_to_follow._On_November_15,_1917,_the_Bolsheviks_declared_a_general_right_of_self-determination,_including_the_right_of_complete_secession,_"for_the_Peoples_of_Russia"._On_the_same_day_the_Finnish_Parliament_issued_a_declaration_by_which_it_temporarily_took_power_in_Finland._Worried_by_the_development_in_Russia,_and_Finland,_the_non-Socialist_Senate_proposed_that_Parliament_declare_Finland's_independence,_which_was_agreed_on_in_the_Parliament_on_December_6,_1917._On_December_18_the_Soviet_government_issued_a_Decree,_recognizing_Finland's_independence,_and_on_December_22_it_was_approved_by_the_highest_Soviet_executive_body_–_VTsIK._Germany_and_the_Scandinavian_countries_followed_without_delay.;;;;;;;;;;;;;
EVTDESC600022;Historically,_with_the_outbreak_of_the_World_War_I,_the_Russian_Empire_fell_into_revolution_and_civil_war._As_a_part_of_this_larger_conflict,_the_Estonians_declared_independence_from_Russia_and_won_their_freedom_during_the_Estonian_War_of_Independence._As_a_symbol_of_Estonian_independence,_Yuryev/Dorpat_was_officially_given_back_its_Estonian_name,_Tartu._The_new_Communist_Russian_government_acknowledged_Estonia's_freedom_in_the_1920_Treaty_of_Tartu._The_Estonians_are_offering_us_a_peace_treaty,_what_should_we_do?;;;;;;;;;;;;;
EVTDESC600023;Historically,_after_the_Russian_Empire_lost_the_Crimean_war_and_was_weakened_economically_and_politically,_an_unrest_started_in_the_former_Polish-Lithuanian_Commonwealth._In_Vilnius_alone_116_demonstrations_were_held_in_1861._In_August_1861,_manifestations_in_Vilnius_ended_in_clashes_with_the_Imperial_Russian_Army._In_spite_of_Russian_police_and_Cossack_interference,_a_symbolic_meeting_of_hymn-singing_Poles_and_Lithuanians_took_place_on_the_bridge_across_Niemen_River._After_a_series_of_patriotic_riots,_the_Russian_Namestnik_of_Tsar_Alexander_II,_General_Karl_Lambert,_introduced_martial_law_in_Poland_on_14_October_1861._Public_gatherings_were_banned_and_some_public_leaders_made_outlaws._Now,_with_the_hardships_of_the_Crimean_War,_the_Poles,_the_Lithuanians_and_the_Ukrainians_are_rising_to_make_patriotic_demonstrations._What_should_we_do?;;;;;;;;;;;;;
EVTDESC600024;The_January_Uprising_was_an_uprising_in_the_former_Polish-Lithuanian_Commonwealth_(present-day_Poland,_Lithuania,_Belarus,_Latvia,_parts_of_Ukraine,_western_Russia)_against_the_Russian_Empire._It_began_on_22_January_1863_and_lasted_until_the_last_insurgents_were_captured_in_1865._The_uprising_began_as_a_spontaneous_protest_by_young_Poles_against_conscription_into_the_Imperial_Russian_Army,_and_was_soon_joined_by_high-ranking_Polish-Lithuanian_officers_and_various_politicians._The_rebels_set_up_a_provisional_government_in_Congress_Poland_and_are_stirring_other_Poles,_Ukrainians_and_Lithuanians_to_rise_against_us!;;;;;;;;;;;;;
EVTDESC600025;The_Polish_demonstrations_have_grown_into_a_mass_rebellion!_Lithuanians_and_Latvians_joined_the_Poles_and_seceded_from_Russia!;;;;;;;;;;;;;
