Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC110042_NEWS_LONG;A_new_era_for_the_Orient_begins_with_the_recent_success_of_the_Constitutionalists_in_Persia._After_months_of_strikes,_protests_and_even_some_armed_insurrections,_the_rebels_have_finally_put_enough_pressure_on_the_leadership_that_they_cracked._The_new_'Majiles'_-_the_Parliament_-_worked_hard,_pushing_negotiations_on_many_issues_against_the_central_authority._Their_fight_ends_now_with_he_establishment_of_the_so-called_'Constitution_of_$YEAR$'._Greats_Powers_of_the_world_welcome_the_country's_effort_while_remaining_wary_of_any_possible_instability_it_could_generate_in_the_region.;;;;;;;;;;;;;
EVTDESC110042_NEWS_MEDIUM;After_months_of_strikes,_protests_and_even_some_armed_insurrections,_the_rebels_have_finally_put_enough_pressure_on_the_leadership_that_they_cracked._The_new_'Majiles'_-_the_Parliament_-_worked_hard,_pushing_negotiations_on_many_issues_against_the_central_authority._Their_fight_ends_now_with_he_establishment_of_the_so-called_'Constitution_of_$YEAR$'.;;;;;;;;;;;;;
EVTDESC110042_NEWS_SHORT;The_new_'Majiles'_-_the_Parliament_-_worked_hard,_pushing_negotiations_on_many_issues_against_the_central_authority._Their_fight_ends_now_with_he_establishment_of_the_so-called_'Constitution_of_$YEAR$.;;;;;;;;;;;;;
EVTDESC315004_NEWS_LONG;David_Livingstone_was_a_celebrated_African_explorer_and_missionary._After_many_years_in_Africa,_he_was_lost_sight_of,_and_it_was_generally_believed_that_he_was_dead._James_Gordon_Bennett,_proprietor_of_the_New_York_Herald,_sent_the_young_reporter,_who_was_afterwards_known_as_Sir_Henry_M._Stanley,_with_an_open_account_in_search_of_him._After_two_years_of_searching,_during_which_Stanley's_reports_--_printed_in_the_Herald_--_served_to_energize_public_interest_in_the_exploration_and_conquest_of_Africa,_the_following_scene_took_place_according_to_Stanley's_account:_Preserving_a_calmness_of_exterior_before_the_Arabs_which_was_hard_to_simulate_as_he_reached_the_group,_Mr._Stanley_said:_-_"Doctor_Livingstone,_I_presume?"_A_smile_lit_up_the_features_of_the_pale_white_man_as_he_answered:_"Yes,_and_I_feel_thankful_that_I_am_here_to_welcome_you.";;;;;;;;;;;;;
EVTDESC315004_NEWS_MEDIUM;After_years_missing_and_presumed_dead,_explorer_and_missionary_David_Livingstone_was_found_alive_in_the_village_of_Ujiji_by_Henry_Morton_Stanley._The_reported_encounter_went_as_described:_"Preserving_a_calmness_of_exterior_before_the_Arabs_which_was_hard_to_simulate_as_he_reached_the_group,_Mr._Stanley_said:_-_"Doctor_Livingstone,_I_presume?"_A_smile_lit_up_the_features_of_the_pale_white_man_as_he_answered:_"Yes,_and_I_feel_thankful_that_I_am_here_to_welcome_you.";;;;;;;;;;;;;
EVTDESC315004_NEWS_SHORT;After_years_missing_and_presumed_dead,_explorer_and_missionary_David_Livingstone_was_found_alive_in_the_village_of_Ujiji_by_Henry_Morton_Stanley._Despite_his_best_efforts,_Stanley_failed_to_convince_Livingstone_to_leave_Africa.;;;;;;;;;;;;;
gwar_we_win_large_title;$TAG_3_0_UPPER$ SURRENDERS!;;;;;;;;;;;;;
gwar_we_win_large_desc;On $DATE_LONG_1$ the Great War between $TAG_0_0$ and $TAG_1_0$ ended in our glorious victory. The war, known as $STRING_0_0$, raged from $DATE_SHORT_0$ over $STRING_9_0$, and in the end the result was $STRINGS_LIST_4$.;;;;;;;;;;;;;
gwar_we_win_medium_title;ARMISTICE SIGNED!\n VICTORY!;;;;;;;;;;;;;
gwar_we_win_medium_desc;On $DATE_LONG_1$ the Great War between $TAG_0_0$ and $TAG_1_0$ ended in our glorious victory. The war, known as $STRING_0_0$, raged from $DATE_SHORT_0$ over $STRING_9_0$.;;;;;;;;;;;;;
gwar_we_win_small_title;Victory over $TAG_3_0$!;;Sieg über $TAG_3_0$!;;;;;;;;;;;
gwar_we_win_small_desc;$STRING_0_0$ has ended with the defeat of $TAG_3_0$.;;$STRING_0_0$ endete mit der Niederlage von $TAG_3_0$.;;;;;;;;;;;
gwar_we_lose_large_title;A SHAMEFUL DAY.\nPEACE WITH $TAG_2_0_UPPER$ SIGNED!;;EIN TAG DER SCHANDE.\nFRIEDEN MIT $TAG_2_0_UPPER$ UNTERZEICHNET!;;;;;;;;;;;
gwar_we_lose_large_desc;On $DATE_LONG_1$ the Great war against $TAG_2_0$ ended in our shameful defeat. The war, known as $STRING_0_0$, raged from $DATE_SHORT_0$ over $STRING_9_0$, and in the end the result was $STRINGS_LIST_4$.;;Am $DATE_LONG_1$ endete der  Krieg gegen $TAG_2_0$ mit unserer schändlichen Niederlage. Der Krieg, $STRING_0_0$, wütete von $DATE_SHORT_0$ über $STRING_9_0$ und am Ende stand $STRINGS_LIST_4$.;;;;;;;;;;;
gwar_we_lose_medium_title;PEACE WITH $TAG_2_0_UPPER$!;;FRIEDEN MIT $TAG_2_0_UPPER$!;;;;;;;;;;;
gwar_we_lose_medium_desc;On $DATE_LONG_1$ the Great War between $TAG_0_0$ and $TAG_1_0$ ended in our shameful defeat. The war, known as $STRING_0_0$, raged from $DATE_SHORT_0$ over $STRING_9_0$.;;Am $DATE_LONG_1$ endete der Krieg zwischen $TAG_0_0$ und $TAG_1_0$ mit unserem Sieg. Der Krieg, bekannt als $STRING_0_0$, wütete von $DATE_SHORT_0$ über $STRING_9_0$.;;;;;;;;;;;
gwar_we_lose_small_title;Peace with $TAG_2_0$;;Frieden mit $TAG_2_0$;;;;;;;;;;;
gwar_we_lose_small_desc;$STRING_0_0$ has ended with our defeat at the hands of $TAG_2_0$;;$STRING_0_0$ endete mit unserer Niederlage durch $TAG_2_0$;;;;;;;;;;;
war_we_win_large_title;ARMISTICE SIGNED!\n $TAG_3_0_UPPER$ SURRENDERS;;WAFFENRUHE!\n $TAG_3_0_UPPER$ GIBT AUF;;;;;;;;;;;
EVTDESC900009_NEWS_MEDIUM;Tripoli_is_riddled_by_Ottoman_soldiers_corpses_as_the_Italian_forces_declare_victory_over_the_Sultan's_Empire._Libya_is_being_unilaterally_annexed_by_Italy_after_a_crisis_and_ultimatum_by_the_Italian_government_led_to_hostilities_breaking_out,_following_the_Ottoman_refusal_to_hand_over_the_territory._The_scramble_for_Africa_becomes_fiercer_by_the_day._The_war_is_now_formally_at_an_end_with_the_signing_of_the_Treaty_of_Ouchy.;;;;;;;;;;;;;
EVTDESC900009_NEWS_SHORT;Tripoli_is_riddled_by_Ottoman_soldiers_corpses_as_the_Italian_forces_declare_victory_over_the_Sultan's_Empire._Libya_is_being_unilaterally_annexed_by_Italy_after_a_crisis_and_ultimatum_by_the_Italian_government_led_to_hostilities_breaking_out._The_war_is_now_formally_at_an_end_with_the_signing_of_the_Treaty_of_Ouchy.;;;;;;;;;;;;;
EVTDESC900008_NEWS_MEDIUM;The_Turks_have_backed_down_and_agreed_to_grant_Italy_full_control_over_Libya._The_race_for_Africa_becomes_fiercer_as_every_Great_Power_vies_for_a_piece_of_the_continent.;;;;;;;;;;;;;
EVTDESC900008_NEWS_SHORT;The_Turks_have_backed_down_and_agreed_to_grant_Italy_full_control_over_Libya._The_race_for_Africa_becomes_fiercer_as_every_Great_Power_vies_for_a_piece_of_the_continent.;;;;;;;;;;;;;
EVTDESC34700_NEWS_LONG;In_1837,_Albert_Lortzing's_best_known_opera,_Zar_und_Zimmermann_(Czar_and_Carpenter)_premièred_in_Leipzig._Lortzing_is_regarded_as_the_father_of_the_German_comedic_opera,_the_counterpart_of_the_romantic_opera._Zar_und_Zimmerman's_premiere_wasn't_received_very_warmly_by_the_audience_in_Leipzig,_but_subsequent_performances_in_Berlin_and_other_stages_of_Germany_were_far_more_successful._The_opera_tells_the_story_of_Tsar_Peter_the_Great_traveling_through_Germany,_Holland_and_England_to_gain_knowledge_of_the_western_culture_and_technology_in_disguise_of_a_carpenter.;;;;;;;;;;;;;
EVTDESC10221_NEWS_LONG;$COUNTRY$:_A_massive_demonstration_by_the_Chartists_has_taken_place_in_Kennington_Common,_with_liberals_demanding_that_the_People's_Charter_be_implemented_immediately_--_giving_equal_votes_to_all_men,_rich_or_poor,_as_well_as_secret_ballots_and_a_fair_distribution_of_constituencies._Many_in_the_$COUNTRY_ADJ$_government_suggest_that_such_public_gatherings_should_be_made_illegal,_and_that_at_best_the_British_government_should_make_empty_promises_to_these_rabble-rousers._Others_fear_that_refusing_their_demands_will_lead_to_the_monarchy_being_toppled_by_rebellion.;;;;;;;;;;;;;
EVTDESC10221_NEWS_MEDIUM;$COUNTRY$:_A_massive_demonstration_by_the_Chartists_has_taken_place_in_Kennington_Common,_with_liberals_demanding_that_the_People's_Charter_be_implemented_immediately_--_giving_equal_votes_to_all_men,_as_well_as_secret_ballots_and_a_fair_distribution_of_constituencies.;;;;;;;;;;;;;
EVTDESC10221_NEWS_SHORT;$COUNTRY$:_A_massive_demonstration_by_the_Chartists_has_taken_place_in_Kennington_Common,_with_liberals_demanding_that_the_People's_Charter_be_implemented_immediately.;;;;;;;;;;;;;
EVTDESC81002213_NEWS_LONG;The_immense_$COUNTRY_ADJ$_Ocean_Liner_-_Titanic_-_has_sunk._The_ship_hit_an_iceberg_during_its_maiden_voyage_and_five_of_the_ship's_watertight_compartments_were_breached._Titanic_began_sinking_bow-first,_with_water_spilling_from_compartment_to_compartment_as_her_angle_in_the_water_became_steeper._Titanic_only_had_enough_lifeboats_to_carry_about_half_of_those_on_board._The_death_toll,_reaching_more_than_1,500_people,_is_the_biggest_in_history._The_disaster_was_greeted_with_worldwide_shock_and_outrage_at_the_huge_loss_of_life_and_the_regulatory_and_operational_failures_that_had_led_to_it.;;;;;;;;;;;;;
EVTDESC81002213_NEWS_MEDIUM;The_immense_$COUNTRY_ADJ$_Ocean_Liner_-_Titanic_-_has_sunk._The_ship_hit_an_iceberg_during_its_maiden_voyage_and_five_of_the_ship's_watertight_compartments_were_breached._The_death_toll,_reaching_more_than_1,500_people,_is_the_biggest_in_history._The_disaster_was_greeted_with_worldwide_shock_and_outrage_at_the_huge_loss_of_life_and_the_regulatory_and_operational_failures_that_had_led_to_it.;;;;;;;;;;;;;
EVTDESC81002213_NEWS_SHORT;The_immense_$COUNTRY_ADJ$_Ocean_Liner_-_Titanic_-_has_sunk._The_ship_hit_an_iceberg_during_its_maiden_voyage_and_five_of_the_ship's_watertight_compartments_were_breached._The_death_toll,_reaching_more_than_1,500_people,_is_the_biggest_in_history.;;;;;;;;;;;;;
EVTDESC10225_NEWS_LONG;The_Hungarian_Diet_has_grown_increasingly_independent_of_Austrian_rule_in_recent_years._Field_Marshall_Count_Franz_Philipp_von_Lamberg_was_sent_to_Hungary_to_take_personal_control_over_their_armies,_but_was_attacked_upon_his_arrival._In_response,_the_Austrian_government_ordered_the_Hungarian_Diet_dissolved_and_the_Ban_of_Croatia_installed_in_Lamberg's_place._The_Hungarians_have_refused_to_obey,_and_thus_$COUNTRY$_now_faces_civil_war_to_maintain_the_integrity_of_the_empire.;;;;;;;;;;;;;
EVTDESC10225_NEWS_MEDIUM;The_Hungarian_Diet_has_grown_increasingly_independent_of_Austrian_rule._Field_Marshall_Count_von_Lamberg_was_sent_to_Hungary_to_take_control_over_their_armies._The_Hungarians_refused_to_obey,_and_thus_$COUNTRY$_now_faces_civil_war_to_maintain_the_integrity_of_the_empire.;;;;;;;;;;;;;
EVTDESC10225_NEWS_SHORT;The_Hungarians_refused_to_obey_and_order_from_the_$COUNTRY_ADJ$_government_to_surrender_control_of_their_armies,_and_thus_$COUNTRY$_now_faces_civil_war_to_maintain_the_integrity_of_the_empire.;;;;;;;;;;;;;
EVTDESC10228_NEWS_LONG;$COUNTRY$:_With_the_entire_nation_ready_to_overthrow_the_monarchy,_ministers_have_approached_the_$COUNTRY_ADJ$_King_with_advice_on_reforming_the_constitution_before_it's_too_late._Including_provisions_that_permitted_the_direct_election_of_the_lower_house_as_well_as_numerous_freedoms_the_Dutch_do_not_already_enjoy_might_pacify_the_liberals,_they_say,_and_thus_prevent_$COUNTRY$_from_the_unpleasant_prospect_of_$CAPITAL$_being_overtaken_by_rebels.;;;;;;;;;;;;;
EVTDESC10228_NEWS_MEDIUM;$COUNTRY$:_With_the_entire_nation_ready_to_overthrow_the_monarchy,_ministers_have_approached_the_$COUNTRY_ADJ$_King_with_advice_on_reforming_the_constitution_with_more_liberal_concessions_before_it's_too_late.;;;;;;;;;;;;;
EVTDESC10228_NEWS_SHORT;$COUNTRY$:_With_the_entire_nation_ready_to_overthrow_the_monarchy,_ministers_have_approached_the_$COUNTRY_ADJ$_King_with_advice_on_reforming_the_constitution_before_it's_too_late.;;;;;;;;;;;;;
EVTDESC10229_NEWS_LONG;With_the_$COUNTRY_ADJ$_people_seemingly_ready_to_break_down_the_government's_doors,_demanding_constitutional_reform,_the_$COUNTRY_ADJ$_Kaiser_has_pondered_the_wisdom_in_perhaps_giving_it_to_them._Some_moderate_reforms,_allowing_the_masses_their_vote_but_retaining_ultimate_power_for_the_$COUNTRY_ADJ$_aristocracy_and_the_Kaiser,_should_please_them_enough_to_dispel_this_rabble..._or_so_he_appears_to_assume.;;;;;;;;;;;;;
EVTDESC10229_NEWS_MEDIUM;With_the_$COUNTRY_ADJ$_people_seemingly_ready_to_break_down_the_government's_doors,_demanding_constitutional_reform,_the_$COUNTRY_ADJ$_Kaiser_has_pondered_the_wisdom_in_perhaps_giving_them_at_least_some_moderate_freedoms_to_appease_them.;;;;;;;;;;;;;
EVTDESC10229_NEWS_SHORT;With_the_$COUNTRY_ADJ$_people_demanding_constitutional_reform,_the_$COUNTRY_ADJ$_Kaiser_has_pondered_the_wisdom_in_perhaps_giving_them_at_least_some_moderate_freedoms_to_appease_them.;;;;;;;;;;;;;
EVTNAME13021_NEWS_TITLE;$COUNTRY_ADJ$ Missionaries Executed;;;;;;;;;;;;;
EVTDESC13021_NEWS_LONG;A_number_of_$COUNTRY_ADJ$_missionaries_have_been_summarily_executed_in_$FROMCOUNTRY$,_without_trial--_part_of_a_$FROMCOUNTRY_ADJ$_action_to_round_up_all_unwanted_foreigners._The_missionaries_were_peaceful,_and_though_$FROMCOUNTRY$_has_made_it_very_clear_that_all_outsiders_are_unwelcome_in_their_nation_the_$COUNTRY_ADJ$_public_is_understandably_still_enraged._Many_believe_that_war_is_necessary,_while_others_believe_the_potential_for_war_with_$FROMCOUNTRY$_simply_isn't_worth_it--_the_missionaries_new_the_risks,_after_all.;;;;;;;;;;;;;
EVTDESC13021_NEWS_MEDIUM;A_number_of_$COUNTRY_ADJ$_missionaries_have_been_executed_in_$FROMCOUNTRY$--_part_of_a_$FROMCOUNTRY_ADJ$_action_to_round_up_all_unwanted_foreigners._The_missionaries_were_peaceful,_and_the_$COUNTRY_ADJ$_public_is_understandably_enraged.;;;;;;;;;;;;;
EVTDESC13021_NEWS_SHORT;A_number_of_$COUNTRY_ADJ$_missionaries_have_been_executed_in_$FROMCOUNTRY$--_part_of_a_$FROMCOUNTRY_ADJ$_action_to_round_up_all_unwanted_foreigners.;;;;;;;;;;;;;
EVTNAME13201_NEWS_TITLE;$COUNTRY_ADJ$ Mission Under Siege!;;;;;;;;;;;;;
EVTDESC13201_NEWS_LONG;After_years_of_resistance_against_$COUNTRY_ADJ$_influence_in_their_country,_the_$FROMCOUNTRY_ADJ$_ruling_elites_have_thrown_the_$COUNTRY_ADJ$_ambassador_out_of_$FROMCOUNTRY$,_claiming_that_the_$COUNTRY_ADJ$_barbarians_behave_unacceptably_and_in_contrary_to_$FROMCOUNTRY_ADJ$_traditions._This_affair_is_developing_into_an_enormous_loss_of_international_face,_one_which_many_in_the_$COUNTRY_ADJ$_government_believe_can_only_be_avoided_through_a_formal_declaration_of_war_against_$FROMCOUNTRY$.;;;;;;;;;;;;;
EVTDESC13201_NEWS_MEDIUM;After_years_of_resistance_against_$COUNTRY_ADJ$_influence_in_their_country,_the_$FROMCOUNTRY_ADJ$_ruling_elites_have_thrown_out_the_$COUNTRY_ADJ$_ambassador,_claiming_that_the_foreign_barbarians_behave_unacceptably_and_in_contrary_to_their_traditions.;;;;;;;;;;;;;
EVTDESC13201_NEWS_SHORT;After_years_of_resistance_against_$COUNTRY_ADJ$_influence_in_their_country,_the_$FROMCOUNTRY_ADJ$_ruling_elites_have_thrown_out_the_$COUNTRY_ADJ$_ambassador.;;;;;;;;;;;;;
EVTNAME37711_NEWS_TITLE;The Carlist War;;;;;;;;;;;;;
