Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTOPTA203770;Profit, ho!;;;;;;;;;;;;;
EVTNAME203800;Anti-Terrorism Coalition Proposed;;;;;;;;;;;;;
EVTDESC203800;A_group_of_wealthy_capitalists_from_your_country_has_come_to_you_after_the_recent_attack_on_the_Statue_of_Liberty._They_propose_an_anti-terrorism_coalition_force_to_protect_our_country_from_any_possible_terrorist_attacks._They_are_all_upstanding_capitalists_and_the_core_of_your_economy,_but_they_also_propose_a_different_option:_technological_progress_and_ethical_flexibility._All_you_need_is_to_give_your_executive_order.;;;;;;;;;;;;;
EVTOPTA203800;U... UNATCO?;;;;;;;;;;;;;
EVTOPTB203800;No, Savage.;;;;;;;;;;;;;
EVTOPTC203800;I never asked for this.;;;;;;;;;;;;;
EVTNAME203801;Secret Conspiracies uncovered!;;;;;;;;;;;;;
EVTDESC203801;After_poking_around_with_your_secret_police,_it_has_come_to_your_attention_that_the_anti-terrorism_force_is_just_a_front_for_a_conspiracy_of_capitalists_who_seek_to_take_control_of_the_nation_and_the_world._When_you_confront_them,_they_very_tactfully_invite_you_to_join_their_secret_organization_and_gain_a_place_in_the_world,_so_long_as_you_help_them_with_their_devious_plans.;;;;;;;;;;;;;
EVTOPTA203801;Why contain it?;;;;;;;;;;;;;
EVTOPTB203801;They seem desperate. Keep an eye on them.;;;;;;;;;;;;;
EVTOPTC203801;A bunch of pretentious old men running the world.;;;;;;;;;;;;;
EVTNAME203802;The Conspiracy reaches fruition;;;;;;;;;;;;;
EVTDESC203802;We've_had_to_endure_much,_but_soon_there_will_be_order_again._A_new_age!_Aquinas_spoke_of_the_mythical_city_on_the_hill._Soon_that_city_will_be_a_reality.;;;;;;;;;;;;;
EVTOPTA203802;We will be crowned its kings.;;;;;;;;;;;;;
EVTOPTB203802;No, better than kings. Gods.;;;;;;;;;;;;;
EVTNAME203771;Fascist Takeover of Government!;;;;;;;;;;;;;
EVTDESC203771;\n\nThe_recently-elected_Fascist_party_has_used_its_position_of_superiority_to_maneuver_around_the_country._Their_plans_have_come_to_fruition,_and_through_legalistic_means,_they_have_turned_the_country_into_a_dictatorship_headed_by_their_Leader._Although_they_promise_to_bring_the_nation_to_a_new_era_of_prosperity_and_strength,_their_brutal_methods_and_recent_disregard_for_the_law_is_seen_by_some_as_an_affront_to_humanity_itself._The_supporters_of_the_left_will,_of_course,_be_mad_about_this,_but_only_time_will_tell_whether_or_not_this_new_regime_will_be_successful.;;;;;;;;;;;;;
EVTOPTA203771;The world moves on.;;;;;;;;;;;;;
EVTNAME203772;Communist Takeover of Government!;;;;;;;;;;;;;
EVTDESC203772;\n\nThe_recently-elected_Communist_party_has_used_its_position_of_superiority_to_maneuver_around_the_country._Their_plans_have_come_to_fruition,_and_through_legalistic_means,_they_have_turned_the_country_into_a_dictatorship_nominally_headed_by_their_council._Although_they_promise_to_bring_the_nation_to_a_new_era_of_equality_and_prosperity_for_all,_their_inflammatory_rhetoric_and_alleged_deeds_is_seen_by_some_as_an_affront_to_individualism_and_humanity_itself._The_supporters_of_the_right_will,_of_course,_be_mad_about_this,_but_only_time_will_tell_whether_or_not_this_new_regime_will_be_successful.;;;;;;;;;;;;;
EVTNAME203700;The Republican Coup;;;;;;;;;;;;;
EVTDESC203700;The_end_of_slavery_had_resulted_in_an_explicit_shift_of_support_to_republicanism_by_rich_and_powerful_coffee_farmers_who_held_great_political,_economic_and_social_power_in_the_country._To_avert_a_republican_backlash,_the_government_adopted_a_series_of_credit_and_military_policies_and_reforms_to_appease_the_land_owners._The_measures_made_by_the_government_alarmed_the_civilian_republicans_and_the_Positivists_in_the_military_corps._They_saw_that_it_would_undercut_support_for_their_own_aims,_and_were_emboldened_to_further_action._For_them,_it_had_become_a_case_of_"now_or_never"._Although_there_was_no_desire_in_Brazil_among_the_majority_of_the_population_to_change_the_form_of_government,_the_civilian_republicans_began_pressuring_the_Positivist_officers_to_overthrow_the_monarchy._The_Positivists_launched_a_coup_d'etat_and_tried_to_institute_a_republic_on_November_15,_1889._During_the_whole_ordeal_Pedro_II_showed_no_emotion,_as_if_unconcerned_about_the_outcome._He_only_commented:;;;;;;;;;;;;;
EVTOPTA203700;If this is how it is, I will retire.;;;;;;;;;;;;;
EVTOPTB203700;Crush the rebellion!;;;;;;;;;;;;;
EVTNAME203701;The Golden Law;;;;;;;;;;;;;
EVTDESC203701;The_Lei_Áurea_(Golden_Law)_was_sanctioned_by_Isabel,_Imperial_Princess_of_Brazil,_who_was_regent_at_the_time_while_her_father,_Emperor_Dom_Pedro_II,_was_in_Europe._It_was_signed_on_May_13,_1888_and_was_the_law_that_abolished_slavery_in_Brazil._It_had_only_two_articles._The_succinctness_of_the_law_was_intended_to_make_clear_that_there_were_no_conditions_of_any_kind_to_the_freeing_of_all_slaves._Aside_from_the_activities_of_abolitionists,_there_were_a_number_of_reasons_for_the_signing_of_the_law:_slavery_was_no_longer_profitable,_as_the_wages_of_European_immigrants,_whose_working_conditions_were_poor,_cost_less_than_the_upkeep_of_slaves,_and_the_decline_in_the_arrival_of_new_slaves_-_Brazil_was_the_last_country_in_the_Western_world_to_abolish_slavery._The_Brazilian_government_was_also_under_pressure_from_Britain,_who_sought_to_end_the_slave_trade_in_order_to_expand_production_in_its_own_colonies.;;;;;;;;;;;;;
EVTOPTA203701;From this date, slavery is declared abolished in Brazil.;;;;;;;;;;;;;
EVTOPTB203701;Free slaves? Revoke this useless law!;;;;;;;;;;;;;
EVTNAME203702;The Rise of Getulio Vargas;;;;;;;;;;;;;
EVTDESC203702;Vargas_was_born_in_the_state_of_Rio_Grande_do_Sul,_into_a_family_prominent_in_state_politics._By_1922_he_had_risen_rapidly_in_state_politics_and_was_elected_to_the_National_Congress,_in_which_he_served_for_four_years._In_1926_Vargas_became_minister_of_finance_in_the_Cabinet_of_President_Washington_Luís_Pereira_de_Sousa,_a_post_he_retained_until_his_election_as_governor_of_Rio_Grande_do_Sul_in_1928._From_his_position_as_state_governor,_Vargas_campaigned_unsuccessfully_as_reform_candidate_for_the_presidency_of_Brazil_in_1930._While_appearing_to_accept_defeat,_Vargas_in_October_of_that_year_led_the_revolution,_organized_by_his_friends,_that_overthrew_the_oligarchical_republic._For_the_next_15_years_Vargas_assumed_largely_dictatorial_powers,_ruling_most_of_that_time_without_a_congress._He_held_sole_power_as_provisional_president_from_Nov._3,_1930,_until_July_17,_1934,_when_he_was_elected_president_by_the_constituent_assembly.;;;;;;;;;;;;;
EVTOPTA203702;Today you are with the government. Tomorrow you will be the government.;;;;;;;;;;;;;
EVTOPTB203702;The coffee policy will prevail! Suppress this outrageous coup!;;;;;;;;;;;;;
EVTNAME203775;The Fascist Movement Arises;;;;;;;;;;;;;
EVTDESC203775;\n\nA_group_of_far-right_extremists_has_begun_to_organize_within_the_country,_and_their_pamphlets_have_recently_become_a_thorn_in_our_regime's_side._Their_views_are_on_the_fringe,_and_their_methods_of_spreading_their_views_have_been_clandestine_so_far._They_preach_order,_unity,_strength,_homogenous_cultures,_and_national_exceptionalism,_and_while_this_may_please_the_common_man,_they_are_still_a_potential_threat_to_our_regime.;;;;;;;;;;;;;
EVTOPTA203775;Keep an eye on them. Do you have the latest stock ticker?;;;;;;;;;;;;;
EVTNAME203776;The Fascists Go Openly Public;;;;;;;;;;;;;
EVTDESC203776;\n\nThanks_to_increased_awareness_of_the_fascist_platform_amongst_our_people,_the_fascist_organizations_within_our_nation_have_begun_to_go_public_in_their_demonstrations._They_have_begun_to_stalk_the_streets,_intimidating_others,_and_have_attacked_their_communist_ideological_enemies._This_roughhousing_may_or_may_not_be_good_for_the_nation,_but_we_can't_explicitly_support_one_side_or_the_other_without_changing_our_regime_or_committing_political_suicide.;;;;;;;;;;;;;
EVTOPTA203776;Let the fascists play at politics a while.;;;;;;;;;;;;;
EVTOPTB203776;We must keep order in the streets!;;;;;;;;;;;;;
EVTNAME203777;Fascist Rallies!;;;;;;;;;;;;;
EVTDESC203777;\n\nThe_local_fascist_organizations_have_largely_united_and_created_a_series_of_awareness-raising_and_strength-flaunting_rallies._These_rallies_have_the_amazing_ability_to_inspire_people_and_convert_them_to_the_fascist_cause,_and_even_have_the_potential_to_influence_our_very_government._The_communist_and_liberal_groups_within_our_nation_have_been_pestering_us_to_make_a_decision_about_these_extremists,_and_this_is_surely_a_defining_moment_in_our_nation's_politics.;;;;;;;;;;;;;
EVTOPTA203777;I have to admit that their slogans are appealing.;;;;;;;;;;;;;
EVTOPTB203777;This has gone on for far too long. This must end.;;;;;;;;;;;;;
EVTNAME203805;Greater Denmark rises!;;;;;;;;;;;;;
EVTDESC203805;Given_our_glorious_status_in_the_world,_nationalists_within_our_country_have_taken_it_upon_themselves_to_encourage_a_rebirth_of_our_ancestral_Viking_roots._While_this_has_great_traction_amongst_the_already_nationalistic,_government_intervention_could_give_this_movement_the_push_needed_to_become_a_truly_national_movement._This_will,_of_course,_worry_the_rest_of_the_world,_but_what_are_they_compared_to_the_glory_and_might_of_our_nation?;;;;;;;;;;;;;
EVTOPTA203805;FOR DENMARK!;;;;;;;;;;;;;
EVTOPTB203805;What? No.;;;;;;;;;;;;;
EVTNAME66689;Lucky Nations;;;;;;;;;;;;;
EVTDESC66689;Sometimes_in_this_world,_nations_seem_to_be_blessed_by_God_in_certain_periods._Their_leaders_are_brilliant,_their_people_are_hardy,_they_excel_in_warfare,_produce_amazing_works_of_culture,_and_their_economies_boom._Do_we_live_in_such_a_world?_If_Lucky_Nations_are_turned_on,_ten_random_westernized_nations_who_are_not_Great_Powers_and_five_random_non-western_nations_will_be_given_special_bonuses_that_will_enable_them_to_shake_up_the_status_quo_of_the_world_by_giving_them_significant_bonuses.;;;;;;;;;;;;;
EVTOPTA66689;Turn Lucky Nations On.;;;;;;;;;;;;;
EVTOPTB66689;Keep Lucky Nations Off.;;;;;;;;;;;;;
EVTNAME38510;Moving the Capital;;;;;;;;;;;;;
EVTDESC38510;In_1840_Said_bin_Sultan,_Sultan_of_Muscat_and_Oman_moved_his_capital_from_the_Omani_city_of_Muscat_to_the_economic_heart_of_his_empire,_the_African_island_of_Zanzibar_in_a_successful_attempt_to_increase_the_amount_of_products_he_could_export_from_the_region.;;;;;;;;;;;;;
EVTNAME11200;Setting the Borders of Italy;;;;;;;;;;;;;
EVTDESC11200;With_our_Union_of_Italy_at_hand,_how_should_we_draw_the_border_between_Austria_and_Italy?;;;;;;;;;;;;;
EVTNAME11201;Petition Austria for Savoie?;;;;;;;;;;;;;
EVTDESC11201;We_have_been_notified_of_Austria's_intent_to_unify_the_Italian_peninsula._Should_we_ask_them_to_cede_control_of_Savoie,_which_possesses_as_sizable_French_population?;;;;;;;;;;;;;
EVTNAME11202;French Claims in Italy;;;;;;;;;;;;;
EVTDESC11202;France_has_expressed_interest_in_our_union_of_Italy._They_ask_for_us_to_return_to_them_Savoie,_which_has_a_sizable_French_population.;;;;;;;;;;;;;
EVTNAME11203;French Claims in Italy;;;;;;;;;;;;;
EVTDESC11203;France_has_expressed_interest_in_our_union_of_Italy._They_ask_for_us_to_return_to_them_Savoie,_which_has_a_sizable_French_population._In_addition,_they_also_demand_Piemonte._If_we_accede_to_both_of_these_demands_our_union_of_Italy_will_surely_been_seen_as_flimsy_excuse_to_divide_Italy_between_us.;;;;;;;;;;;;;
EVTNAME11204;The Papal Question;;;;;;;;;;;;;
EVTDESC11204;How_should_we_deal_with_the_Papal_State_in_our_union_of_Italy?;;;;;;;;;;;;;
EVTNAME11205;Freedom or Subservience?;;;;;;;;;;;;;
EVTDESC11205;Should_we_establish_our_union_of_Italy_as_a_truly_independent_state,_or_as_a_puppet_to_the_Austrian_crown?_Granting_them_independence_would_help_legitimize_the_actions_we've_taken_so_far,_both_in_the_eyes_of_the_other_greater_powers_and_in_the_eyes_of_the_Italian_people.;;;;;;;;;;;;;
EVTNAME11210;Setting the Borders of Italy;;;;;;;;;;;;;
EVTDESC11210;With_our_Union_of_Italy_at_hand,_how_should_we_draw_the_border_between_Austria_and_Italy?;;;;;;;;;;;;;
EVTNAME11211;Ask France to recognize Austrian claims?;;;;;;;;;;;;;
EVTDESC11211;We_have_been_notified_of_France's_intent_to_unify_the_Italian_peninsula._Should_we_ask_them_to_recognize_our_claims_to_the_lands_of_Lombardy-Venice?;;;;;;;;;;;;;
EVTNAME11212;Austrian Claims in Italy;;;;;;;;;;;;;
EVTDESC11212;Austria_has_expressed_interest_in_our_union_of_Italy._They_ask_for_us_to_recognize_their_claim_to_Lombardy-Venice.;;;;;;;;;;;;;
EVTNAME11213;Austrian Claims in Italy;;;;;;;;;;;;;
EVTDESC11213;France_has_recognized_only_our_claims_to_Venice._They_have_dismissed_our_claim_to_Lombardia.;;;;;;;;;;;;;
EVTNAME11214;Austrian Claims in Italy;;;;;;;;;;;;;
EVTDESC11214;France_has_recognized_our_claim_to_Lombardy-Venice.;;;;;;;;;;;;;
EVTNAME11240;South Italy;;;;;;;;;;;;;
EVTDESC11240;Cultural_differences_separate_the_southern_half_of_the_peninsula_from_the_north._Should_Italy_be_split_along_these_lines?_Two_Sicilies_might_govern_the_region_better.;;;;;;;;;;;;;
EVTNAME9988800;$FROMCOUNTRY$'s bid for independence;;;;;;;;;;;;;
EVTDESC9988800;A_diplomat_from_$FROMCOUNTRY$_has_approached_us_with_a_request_to_free_$FROMCOUNTRY$_from_their_oppressive_masters._We_could_attempt_a_coup_that_would_install_an_independent_government_in_$FROMCOUNTRY$,_and_$FROMCOUNTRY$_would_gladly_join_us_in_our_war.;;;;;;;;;;;;;
EVTNAME9988801;$FROMCOUNTRY$ accepts offer.;;;;;;;;;;;;;
EVTDESC9988801;$FROMCOUNTRY$_has_agreed_to_our_offer,_we_must_now_join_them_in_their_war.;;;;;;;;;;;;;
EVTNAME9988802;$FROMCOUNTRY$ declines offer.;;;;;;;;;;;;;
EVTDESC9988802;$FROMCOUNTRY$_has_refused_our_offer.;;;;;;;;;;;;;
EVTNAME9988803;$FROMCOUNTRY$ has altered the deal.;;;;;;;;;;;;;
EVTDESC9988803;$FROMCOUNTRY$_has_accepted_us_under_their_protection._Unfortunately_it_seems_we_will_still_be_a_pawn_to_be_shuffled_between_the_greater_powers.;;;;;;;;;;;;;
EVTNAME188112;General Volkhovski's Landing;;;;;;;;;;;;;
EVTDESC188112;One_of_the_first_events_of_the_restarted_Caucasian_War_was_General_Volkhovski's_landing_in_Circassia,_near_the_modern_town_of_Sochi._Originally_plagued_by_setbacks_due_to_Circassian_resistance_and_poor_organization,_it_was_a_good_start_and_learning_experience_for_the_Russian_armed_forces.;;;;;;;;;;;;;
EVTOPTA188112;Let the landing commence!;;;;;;;;;;;;;
EVTOPTB188112;Let us bide our time.;;;;;;;;;;;;;
EVTNAME188113;Conflict at Tepsue;;;;;;;;;;;;;
EVTDESC188113;The_Russians_made_a_large_landing_at_Tepsue_soon_after_the_Caucasian_War_restarted,_intending_to_crush_opposition_in_western_Circassia_after_their_successful_occupation_of_eastern_Circassia_a_decade_earlier._Historically,_the_occupation_was_a_reasonable_success,_yet_casualties_were_very_high_on_both_sides_and_neither_belligerent_forgot_the_lessons_learned_during_this_conflict.;;;;;;;;;;;;;
EVTOPTA188113;We will crush the Circassians!;;;;;;;;;;;;;
EVTOPTB188113;We will do what is necessary and no more.;;;;;;;;;;;;;
EVTNAME188114;Colonel Obshevski Gives A Speech;;;;;;;;;;;;;
EVTDESC188114;Historically,_soon_after_the_conflict_at_Tepsue,_Russian_Colonel_Obshevski_gave_a_speech_to_the_local_Circassian_population_about_the_advantages_of_being_under_Russian_control_and_the_virtues_of_not_rebelling_against_their_Russian_masters._The_Circassians_did_not_forget_it,_to_the_detriment_of_the_Russians.;;;;;;;;;;;;;
EVTOPTA188114;Let the Circassians know who is boss.;;;;;;;;;;;;;
EVTOPTB188114;Is this really necessary?;;;;;;;;;;;;;
EVTNAME188115;Imam Shamil Gains Power;;;;;;;;;;;;;
EVTDESC188115;Imam_Shamil_has_gained_power_and_become_the_Imam_of_the_Caucasian_Imamate!_His_frequent_attacks_against_Russian_outposts_throughout_the_region_are_worrisome,_and_a_decision_is_needed_as_to_what_to_do_with_his_resistance_movement.;;;;;;;;;;;;;
EVTOPTA188115;Let us fight back!;;;;;;;;;;;;;
EVTOPTB188115;Attempt to pull out of our weaker outposts.;;;;;;;;;;;;;
EVTNAME188116;United Circassian Offensive;;;;;;;;;;;;;
EVTDESC188116;The_Circassian_resistance_has_managed_to_take_out_our_minor_outposts_through_sneak_attacks,_seizing_supply_depots,_and_what_can_be_termed_guerrilla_warfare._Although_we_have_suffered_much,_our_ready_state_of_alertness_prevented_an_overly_large_massacre_of_our_people_and_has_prevented_our_major_outposts_and_fortresses_from_being_overrun_by_the_Circassians.;;;;;;;;;;;;;
EVTOPTA188116;They will pay for this!;;;;;;;;;;;;;
EVTNAME188117;United Circassian Offensive;;;;;;;;;;;;;
EVTDESC188117;Although_we_attempted_to_pull_out_of_our_weaker_outposts,_the_Circassians_have_ambushed_our_traveling_forces_and_seized_our_supplies._Our_larger_outposts_relied_on_these_smaller_reinforcements_to_properly_defend,_and_we_have_suffered_some_losses_in_our_major_military_and_civilian_centers._This_perceived_weakness_has_given_the_Circassians_free_reign_to_massacre_our_people,_and_has_shamed_us_on_a_world_scale.;;;;;;;;;;;;;
EVTOPTA188117;An unfortunate event, to be sure.;;;;;;;;;;;;;
EVTNAME188118;Imam Shamil Offers a Truce;;;;;;;;;;;;;
EVTDESC188118;Imam_Shamil_has_stated_his_demands_regarding_the_Caucasus:_independence,_a_return_to_the_status_quo_of_1834,_or_death!_Historically,_the_Imam_and_the_Tsar_agreed_to_a_peace_treaty,_which_was_respected_for_almost_a_decade,_as_it_worked_out_to_both_sides'_advantage._The_Russians_had_been_humiliated_at_the_Caucasus,_but_the_Circassians_could_not_hold_out_much_longer.;;;;;;;;;;;;;
EVTOPTA188118;They will pay in time.;;;;;;;;;;;;;
EVTOPTB188118;Let them go, we have failed in the Caucasus.;;;;;;;;;;;;;
EVTNAME188119;Unrest in the Caucasus;;;;;;;;;;;;;
EVTDESC188119;There_is_increased_unrest_as_of_late,_as_Imam_Shamil_has_begin_a_campaign_of_peaceful_resistance_and_invective,_wanting_independence_for_his_people_and_the_Caucasus.;;;;;;;;;;;;;
EVTOPTA188119;This has gone on too long. Send in the troops!;;;;;;;;;;;;;
EVTOPTB188119;Organize our forces but do nothing.;;;;;;;;;;;;;
EVTNAME188120;Imam Shamil Stands Firm;;;;;;;;;;;;;
