GCNOCOLLAPSE;\n\nAfter_much_trial_and_tribulation,_Gran_Colombia_is_united_once_more._El_Libertador_can_rest_easy_knowing_that_the_Bolivarian_legacy_shall_continue._However,_now_that_the_crisis_of_secession_is_averted,_we_must_ask_ourselves_what_lies_in_our_future._How_will_we_govern_ourselves_to_ensure_that_Gran_Colombia_will_survive_and_not_collapse_once_more?;;;;;;;;;;;;;
MERTHYRRISING;\n\nSome_days_ago_riots_started_in_the_town_of_Merthyr_Tydfil,_north_of_Cardiff,_and_today_there_are_already_reports_of_it_expanding_into_all_Wales,_being_an_all-out_rebellion._It's_the_first_time_a_red_flag_is_seen_in_a_workers'_revolt,_being_a_symbol_of_the_workers._They_protest_against_the_lowering_of_their_wages_and_general_unemployment,_and_among_the_shouts_were_cries_of_"Caws_a_bara"_(cheese_and_bread),_"Annibyniaeth"_(independence)_and_"I_lawr_gyda'r_Brenin"_(down_with_the_king),_being_a_clear_threat_to_the_monarchy._Do_we_give_them_more_rights_or_we_protect_the_monarchy?;;;;;;;;;;;;;
NEWYORKSECONDFIRE;\n\nOn_a_night_in_1835,_a_fire_broke_out_in_a_five-story_warehouse_at_25_Merchant_Street,_at_the_intersection_of_Hanover_Street._As_it_spread,_gale-force_winds_blowing_from_the_northwest_towards_the_East_River_spread_the_fire._It_could_be_seen_from_Philadelphia,_approximately_80_miles_away._At_the_time_of_the_fire,_major_water_sources_were_frozen_in_temperatures_as_low_as_-17°F,_forcing_the_firefighters_to_drill_holes_to_access_liquid_water,_which_later_refroze_around_the_houses_and_pipes._Efforts_were_made_to_deprive_the_fire_of_fuel_by_demolishing_surrounding_buildings,_but_there_was_insufficient_gunpowder._Later_in_the_next_evening,_a_detachment_of_U.S._Marines_returned_with_gunpowder_and_stopped_the_fire._During_the_day_and_a_half_that_it_burned,_the_fire_killed_2_civilians_and_in_total_destroyed_660_buildings,_resulting_in_property_damage_estimated_between_20-25_million._How_much_shall_we_invest_for_the_reconstruction_of_New_York?;;;;;;;;;;;;;
HAMBACHFEST1;\n\nNews_has_reached_us_that_a_supposedly_nonpolitical_country_fair_celebrated_at_Hambach_Castle,_near_Neustadt_der_Weinstraße_in_the_Palatinate_turned_into_a_demonstration_in_support_of_German_unity._Provoked_by_liberal_intellectuals,_they_established_democratic_associations_which_collide_with_our_reactionary_policies._In_the_crowd_shouts_could_be_heard_while_thousands_held_up_their_hands:_\n"Wir_wollen_sein_ein_einzig_Volk_von_Bruedern,_In_keiner_Noth_uns_trennen_und_Gefahr"_(We_swear_to_be_a_nation_of_true_brothers,_never_to_part_in_danger_and_in_death)_and_"Wir_wollen_frei_sein_wie_die_Vaeter_waren,_Eher_den_Tod,_als_in_der_Knechtechaft_leben."_(We_swear_we_will_be_free_as_were_our_sires,_and_sooner_die_than_live_in_slavery)._The_news_are_already_expanding_to_nearby_towns,_and_similar_"nonpolitical_county_fairs"_are_starting_to_be_planned_in_other_parts_of_the_Palatinate,_expanding_Pan-German_ideas_to_the_population,_being_a_threat_to_our_independence_and_our_policies_in_the_topic._Do_we_silence_the_news_or_let_the_Pan-German_ideas_expand_to_bordering_regions?;;;;;;;;;;;;;
HAMBACHFEST2;\n\nA_week_ago,_a_supposedly_nonpolitical_country_fair_celebrated_at_Hambach_Castle,_near_Neustadt_der_Weinstraße_in_the_Bavarian_Palatinate_turned_into_a_demonstration_in_support_of_German_unity._Provoked_by_liberal_intellectuals,_they_established_democratic_associations_which_collided_with_Bavaria's_reactionary_policies._In_the_crowd_shouts_could_be_heard_while_thousands_held_up_their_hands:_\n"Wir_wollen_sein_ein_einzig_Volk_von_Bruedern,_In_keiner_Noth_uns_trennen_und_Gefahr"_(We_swear_to_be_a_nation_of_true_brothers,_never_to_part_in_danger_and_in_death)_and_"Wir_wollen_frei_sein_wie_die_Vaeter_waren,_Eher_den_Tod,_als_in_der_Knechtechaft_leben."_(We_swear_we_will_be_free_as_were_our_sires,_and_sooner_die_than_live_in_slavery)._The_news_are_already_expanding_to_nearby_towns,_and_similar_"nonpolitical_county_fairs"_are_starting_to_be_planned_in_other_parts_of_the_Palatinate._Bavaria_has_let_us_know_the_news,_and_our_population_could_join_the_movement_if_it_isn't_stopped_now._Should_we_stop_the_news_from_further_spreading_among_our_population,_or_should_we_let_them_all_know_the_truth?;;;;;;;;;;;;;
EVTDESC127851;\n\nEver_since_their_brief_independence_during_the_Napoleonic_Wars_and_our_subsequent_annexation_of_the_formerly_Prusso-Austrian_region,_our_subjects_in_Congress_Poland_have_become_increasingly_restless._An_spontaneous_uprising_has_erupted,_caused_by_the_revolt_of_young_Polish_officers_led_by_lieutenant_Piotr_Wysocki._With_the_rebellion_spreading_like_wildfire_among_the_Poles,_the_peoples_of_Lithuania,_Belarus,_and_the_right-bank_Ukraine_have_also_been_whipped_up,_threatening_further_revolutions._We_must_ready_our_armies_for_battle,_for_letting_Poland_go_would_not_only_be_a_show_of_weakness_towards_the_other_great_powers_but_would_also_serve_to_inspire_widespread_insurrection_among_our_subjects.;;;;;;;;;;;;;
EVTDESC127852;\n\n4_months_ago,_a_spontaneous_protest_by_young_Polish_officers_from_the_military_academy_of_the_Army_of_Congress_Poland_had_quickly_erupted_into_a_widespread_insurrection_across_Poland,_supported_by_high-ranking_Polish_and_Lithuanian_officers_and_politicians._Now_our_Tzar_demands_the_complete_and_unconditional_surrender_of_Poland_and_announces_that_the_Poles_should_surrender_to_the_grace_of_their_Emperor._This_can_only_be_made_by_war.;;;;;;;;;;;;;
EVTDESC127853;\n\nToday,_the_remainder_of_the_Polish_army_of_over_20,000_men_crossed_the_Russian_frontier_and_laid_down_their_arms_at_Brodnica_in_surrender_to_Russia--the_last_resistance_in_Poland._The_war,_during_which_120_battles_and_skirmishes_were_fought_and_forty_thousand_Polish_killed,_came_to_a_speedy_end_in_$YEAR$._The_Tsar_has_immediately_passed_edicts_to_make_the_land_an_integral_part_of_Russia's_territory,_and_the_remaining_Polish_rebels_are_at_his_mercy.;;;;;;;;;;;;;
1833BAHAWALPURTREATY;\n\nThe_Kingdom_of_Bahawalpur_has_been_continually_threatened_by_the_Sikh_Empire_on_its_north_and_the_State_of_Sindh_to_its_south_since_gaining_independence_from_the_Afghans_over_a_decade_ago._To_the_Nawab,_British_suzerainty_seems_a_better_alternative_than_falling_under_the_influence_of_the_Sikhs_or_Sindhi_or_being_attacked_again_by_the_Afghans._Therefore,_Nawab_Mohammad_Bahawal_Khan_III_proposes_the_signing_of_a_treaty_of_protection_between_us_and_Bahawalpur_to_extend_our_rule_in_India_while_ensuring_the_Nawab_can_continue_his_rule_free_from_hostile_intentions.;;;;;;;;;;;;;
male_desc;\n\nThe_Malês,_groups_of_Muslim_African_slaves_from_West_Africa,_planned_a_revolt_against_the_townspeople_and_their_masters._For_years_these_men_have_been_treated_as_chattel,_used_for_nothing_but_tiring_work._Their_freedom?_Nothing_but_a_fragment_of_a_distant_past._But_today_is_the_day_they_fight_to_regain_it._Today,_their_arms_will_break_the_shackles_chaining_them_to_the_Pelourinho_for_another_round_of_whips._Or_so_they_claim.;;;;;;;;;;;;;
male_win_desc;\n\nThe_Malês_have_emerged_victious_in_this_war._We_have_nothing_to_choice_but_to_accept_their_terms.;;;;;;;;;;;;;
brz_conquer_male;\n\nWe_have_reconquered_our_lost_lands_in_Bahia,_taken_from_us_by_the_Malê_devils._It's_time_we_restore_rightful_ownership_over_the_Zona_da_Mata_Baiana;;;;;;;;;;;;;
EVTDESC127854;\n\n3_days_ago_Nat_Turner,_an_enslaved_African-American_preacher,_had_organized_a_rebellion_of_enslaved_and_free_Black_people_in_Southampton_County,_Virginia._Turner_was_recorded_as_"Nat"_by_Benjamin_Turner,_the_man_who_enslaved_him_and_his_family._When_Benjamin_Turner_died_in_1810,_under_then-current_laws_which_made_slavery_legal,_Nat_was_inherited_as_property_by_Benjamin's_son_Samuel_Turner._On_February_12,_1831,_he_witnessed_a_solar_eclipse_that_was_visible_from_much_of_the_southeastern_United_States,_and_was_convinced_that_it_was_the_sign_for_which_he_was_waiting._He_began_preparations_for_an_uprising_against_the_enslavers_in_Southampton_County_by_purchasing_muskets._The_last_3_days_they_have_been_waging_terror_in_Southampton,_but_have_been_stopped_today_by_local_militias_and_detachments_of_men_from_the_USS_Natchez_and_USS_Warren._Approximately_120_black_people_and_around_60_white_people_died_today.;;;;;;;;;;;;;
EVTDESC127855;\n\nTurner_eluded_capture_for_six_weeks,_but_remained_in_Southampton_County._On_October_30,_a_White_farmer_named_Benjamin_Phipps_discovered_him_hidden_among_the_local_Nottoway_people,_in_a_depression_in_the_earth,_created_by_a_large,_fallen_tree_that_was_covered_with_fence_rails._While_awaiting_trial,_Turner_confessed_his_knowledge_of_the_rebellion_to_attorney_Thomas_Ruffin_Gray,_who_compiled_what_he_claimed_was_Turner's_confession._Today_he_got_sentenced_to_death_and_hanged_for_"conspiring_to_rebel_and_making_insurrection".;;;;;;;;;;;;;
farrapos_revolt_start;\n\nThe_turmoil_in_the_São_Pedro_do_Rio_Grande_do_Sul_province_has_exploded_into_a_full_blown_revolt!_The_"Farrapos"_have_reached_and_conquered_Porto_Alegre_and_several_towns_in_the_province_of_São_Pedro_do_Rio_Grande_do_Sul._We_must_act_now,_otherwise_who_knows_what_these_rebels_can_get_up_to_if_they_ever_manage_to_beat_the_Imperial_Army.;;;;;;;;;;;;;
declare_rgs_republic_desc;\n\nSeveral_Generals_in_our_country_have_toyed_with_the_idea_of_declaring_a_separate_Republic_known_as_the_"Republica_Rio-Grandense",_Bento_Gonçalves_is_still_pondering_weather_or_not_to_declare_the_Republic,_but_the_time_has_come_to_make_a_final_choice.;;;;;;;;;;;;;
rgs_federal_askpls_desc;\n\nLiberal_politicians_in_the_province_of_São_Pedro_do_Rio_Grande_do_Sul_have_demanded_more_and_more_federalization_of_the_Empire,_repeating_that_currently_they_have_small_to_no_representation_within_the_Monarchy.;;;;;;;;;;;;;
EVTDESC127857;\n\nNews_has_reached_us_that_slaves_in_Jamaica_have_risen_up_in_a_revolt_to_demand_more_freedom_and_a_working_wage_of_"half_the_going_wage_rate,"_which_we_can't_provide._The_enslaved_laborers_believed_that_the_protest_and_resulting_labor_shortage_alone_could_cause_Britain_to_agree_to_their_demands._Resorting_to_violence_was_only_envisaged_if_our_troops_were_to_use_it_against_them._Thus,_when_the_army_fired_shots_to_dissolve_an_angry_mob,_they_unwittingly_caused_a_revolt_of_60,000_slaves_to_begin,_under_the_leadership_of_Samuel_Sharpe,_a_former_slave_turned_Baptist_preacher.;;;;;;;;;;;;;
EVTDESC127858;\n\nNews_has_reached_us_that_slaves_in_Jamaica_have_risen_up_in_a_revolt_to_demand_more_freedom_and_a_working_wage_of_"half_the_going_wage_rate,"_which_the_British_won't_provide._The_enslaved_laborers_believe_that_the_protest_and_resulting_labor_shortage_alone_could_cause_Britain_to_agree_to_their_demands._Resorting_to_violence_was_only_envisaged_if_the_British_themselves_were_to_use_it_against_them._Thus,_when_British_troops_fired_shots_to_dissolve_an_angry_mob,_they_unwittingly_caused_a_revolt_of_60,000_slaves_to_begin,_under_the_leadership_of_Samuel_Sharpe,_a_former_slave_turned_Baptist_preacher.;;;;;;;;;;;;;
paa_cabanagem_desc;\n\nThe_Cabanos_have_captured_Belém!_The_rebelious_forces_in_the_north_of_Brazil_have_captured_the_provincial_capital_of_Belém_and_have_declared_the_Republic_of_Pará_and_are_now_at_war_with_the_Imperial_government_seeking_independence.;;;;;;;;;;;;;
EVTDESC18351836;\n\nThe_Great_Trek_has_begun!_From_1652_to_1806,_the_Cape_Colony_was_a_part_of_the_Netherlands_under_the_name_"Kaapkolonie"._Under_this_period,_tons_of_Dutch_people_migrated_down_there_for_trading_reasons._The_Cape_Colony_was_an_important_re-supply_station_for_all_trade_coming_from_europe_and_further_on_to_Asia._The_Afrikaners_(Dutch-Africans)_still_has_the_vast_majority_of_the_European_population_in_the_Cape_Colony_and_during_the_last_years_the_Afrikaners_feel_that_they've_been_treated_unfairly,_especially_when_we_declared_in_1828_that_the_native_Africans_were_to_have_human_rights,_when_we_declared_English_as_the_official_language_of_the_region_when_most_Afrikaners_spoke_no_English_and_just_now,_when_we_abolished_slavery_(Historically_in_1834)._In_some_places,_94%_of_the_Afrikaners_owned_slaves,_so_this_was_a_huge_hit_to_their_livelihood._12000_Afrikaners_are_now_on_their_way_to_become_refugees_in_the_vast_wilderness_of_southern_Africa!_What_should_we_do?;;;;;;;;;;;;;
DEATHSUCRE;\n\nAntonio_José_de_Sucre_y_Alcalá_or_the_'Gran_Mariscal_de_Ayacucho'_has_been_found_dead_on_a_a_trail_leading_South._Sucre,_a_brilliant_general_and_tactician_who_led_the_pro-independence_forces_to_victory_against_the_Spanish_royalists_in_the_decisive_battles_of_Pichincha_and_Ayacucho,_was_perhaps_Simón_Bolívar's_greatest_ally._After_vanquishing_the_Spaniards,_he_served_as_president_of_Bolivia_until_a_strong_anti-Bolívarian_movement_led_to_his_resignation._In_face_of_the_imminent_collapse_of_Gran_Colombia,_he_headed_South_to_discourage_the_secession_of_Ecuador._Seeing_the_danger_that_a_beloved_hero_of_the_war_of_independence_poses_to_their_plot,_the_pro-Ecuadorian_elements_under_Juan_José_Flores_hired_an_assassin_to_murder_Sucre,_preventing_his_interference.;;;;;;;;;;;;;
EVTDESC16051839;\n\nThe_Palace_of_Westminster_has_burned_down_today_in_a_sudden_conflagration._According_to_the_investigation_on_the_ground,_a_bundle_of_tally_sticks_used_for_accounting_by_the_Exchequer_was_disposed_of_in_two_underfloor_stoves_under_the_House_Floors,_which_caused_a_chimney_fire._The_fire_then_seeped_through_the_building_and_caused_the_walls_to_catch_fire_as_well._Before_it_was_put_out,_flames_engulfed_all_of_Westminster_Palace_and_left_intact_only_five_of_its_buildings._Reconstruction_will_have_to_begin_immediately.;;;;;;;;;;;;;
EVTDESC160518411;\n\nAfter_the_loss_of_Central_America_by_the_Mexican_Empire,_secessionist_movements_both_by_Hispanic_and_indigenous_nationalists_have_plagued_our_fledgling_state_of_$COUNTRY$._Anastasio_Aquino,_a_leader_of_the_Nahualco_indigenous_people,_has_staged_a_rebellion_in_the_department_of_La_Paz_after_his_brother_was_arrested_by_the_owner_of_the_hacienda_the_two_worked_on._He_soon_amassed_an_army_of_over_2,000_men_and_attacked_towns_across_La_Paz._His_army_will_require_the_mobilization_of_our_troops_the_way_all-out_war_would.;;;;;;;;;;;;;
PRIESTJOVICA;\n\nThe_always_separatist-minded_Serbs_have_launched_a_rebellion_against_us_in_Bosnia,_led_by_a_radical_Orthodox_priest_named_Jovica_Ilic._It_was_sparked_when_Ilic_petitioned_former_Prince_Miloš_Obrenovic_for_support_for_an_armed_revolt,_then_met_with_fellow_priests_who_each_agreed_to_help_organize_participants._Violence_is_currently_concentrated_in_Tuzla_and_around_Banja_Luka._The_most_worrying_violence,_however,_has_come_in_the_nahiye_of_Derventa_in_Posavina,_where_Odzak_has_been_set_on_fire._The_revolt_has_been_crushed_in_three_days,_but_insurrections_continue_throughout_Bosnia.;;;;;;;;;;;;;
EVTDESC16051840;\n\nIn_the_rural_town_of_Uster,_Zürich_canton,_locals_gathered_today_in_a_peaceful_assembly_to_protest_the_overrepresentation_of_the_cantonal_capital_compared_to_Zürich's_rural_parts._They_argue_that_Uster's_livelihood_has_been_neglected,_causing_its_locals_to_languish_in_poverty_and_remain_largely_uneducated._They_also_call_for_a_new_constitution_to_overhaul_the_governance_of_all_Switzerland's_cantons._For_citizens_to_call_for_the_constitution's_repeal_or_amendment_is_unheard_of:_they_are_legally_prohibited_from_petitioning_the_government_to_make_such_changes._Nevertheless,_the_liberal_ideas_left_behind_by_Napoleon's_rule_clearly_are_still_showing_their_influence._This_will_definitely_not_be_the_last_call_by_our_people_for_fair_representation.;;;;;;;;;;;;;
EVTDESC16051841;\n\nNever_before_have_our_people_made_such_strong_demands_against_our_government_while_also_not_shedding_a_drop_of_blood._Today,_discontent_locals_in_the_Freiamt_region_of_Aargau_canton_led_an_uprising_in_protest_of_reduced_rural_representation_in_the_constitution._They_demonstrated_their_resolve_by_organizing_themselves_into_militias._Despite_clashes_across_Freiamt_where_about_6,000_total_militia_members_confronted_Swiss_forces--with_both_sides_prepared_to_engage--not_a_single_shot_was_fired._Miraculously,_the_government_agreed_to_a_revision_to_the_constitution_and_negotiated_an_end_to_the_uprising._This_marks_an_indelible_end_to_the_illiberal,_undemocratic_government_before_Napoleon's_time,_where_the_government_could_get_away_with_unequal_or_unfair_representation_of_the_people._Aargau_was_ruled_particularly_heavy-handedly_by_governor_Johannes_Herzog,_who_has_been_claimed_to_want_to_run_a_duchy_instead_of_a_canton._Well,_his_tyranny_ends_now.;;;;;;;;;;;;;
EVTDESC16051843;\n\nThe_tyrannical_general_Resid_Mehmed_has_at_long_last_acted_on_the_Ottomans'_behalf_to_tighten_their_choke_hold_on_the_Albanian_people._The_general_invited_500_Albanian_beys_to_attend_a_meeting_where_they_would_be_rewarded_for_their_loyalty_to_their_government._When_they_arrived,_the_beys_were_greeted_by_a_military_procession--but_the_next_thing_they_knew,_upon_a_hand_signal_from_Mehmed,_the_Turkish_soldiers_opened_fire_on_the_beys_and_killed_them_all._\n\nThe_Ottomans_have_removed_the_one_element_in_the_government_we_could_count_on_to_stop_our_full_annexation._Lest_we_let_our_dream_of_an_independent_Albania_die_out,_we_must_rally_our_people_and_declare_a_war_for_our_liberation_against_the_Ottomans--right_now._Our_surviving_political_leaders_have_already_organized_soldiers_to_do_so.;;;;;;;;;;;;;
EVTDESC16051844;\n\nGeneral_Resid_Mehmed_has_taken_rash_action_to_tighten_our_grip_on_the_administration_in_Albania_by_committing_a_massacre_against_Albanian_beys,_traditional_chieftains._About_500_of_them_were_invited_to_a_meeting_where_they_were_told_they_were_to_be_rewarded_for_their_loyalty_to_the_government_at._They_attended,_and_after_their_arrival_they_were_greeted_by_a_ceremonial_solute_parade_of_soldiers,_which_was_in_fact_an_ambush._Upon_a_sign_from_Resid_Mehmed,_they_fired_upon_the_beys,_slaughtering_them_all._This_massacre_comes_as_a_response_to_the_behavior_of_the_Pashaliks_of_Yanina_and_Shkodra,_who_had_ambitions_to_finally_create_an_independent_Albania._But_the_Albanian_people_will_not_stand_for_this--they_have_already_taken_up_arms_to_challenge_our_forces_head-on.;;;;;;;;;;;;;
BUSHATIVICTORY;\n\nAfter_Sultan_Mahmud_II_brutally_betrayed_us_with_the_now-infamous_Massacre_of_the_Albanian_Beys,_he_invaded_our_homeland_and_tried_to_rob_us_of_our_autonomy._However,_the_war_did_not_develop_as_he_had_hoped:_Against_all_odds,_the_Ottoman_armies_were_repulsed_by_our_pasha,_Mustafa_Bushati._As_a_result,_instead_of_losing_our_autonomy,_we_have_won_independence_by_clutching_victory_from_the_jaws_of_defeat._As_a_new_era_dawns_upon_our_country,_Mustafa_Bushati_has_assumed_a_new_title:_A_pasha_no_longer,_he_is_now_the_Sultan_of_Albania._Now_that_we_are_forever_free_from_the_Ottoman_yoke,_a_bright_future_awaits.;;;;;;;;;;;;;
GREATMOONHOAX;\n\nA_series_of_articles_anonymously_published_in_New_York_newspaper_The_Sun_are_causing_a_stir._They_claim_there_exists_not_only_life_but_an_entire_civilization_on_Earth's_moon,_with_no_one_having_previously_observed_them._It_features_fantastical_illustrations_of_the_moon's_geography_and_creatures_such_as_a_man_with_bat_wings,_which_the_articles_claim_are_common_inhabitants_on_the_moon._These_claims_are_clearly_false,_but_they_nevertheless_have_proven_beneficial_for_The_Sun's_circulation,_allowing_the_paper_to_claim_a_new_height_of_success._The_articles'_author,_meanwhile,_has_yet_to_be_revealed.;;;;;;;;;;;;;
FIRSTCANUTREVOLT;\n\nLyon,_a_city_dominated_by_silk-based_manufacturing,_has_descended_into_chaos_in_the_wake_of_riots_by_silk_workers,_who_are_known_in_French_as_canuts._The_workers,_reacting_to_a_drop_in_wages,_are_demanding_a_minimum_price_to_be_imposed_on_silk_products_and_seized_weapons_from_the_national_guard_to_enforce_this_demand._They_soon_engaged_the_national_guard_and_the_military_in_battle,_leaving_Lyon_entirely_in_their_hands._However,_the_government_was_able_to_retake_the_city_without_further_bloodshed_and_without_conceding_to_the_workers'_demands.;;;;;;;;;;;;;
CONCEPCIONEARTHQUAKE;\n\nA_devastating_earthquake_has_hit_Concepción_and_nearby_Talcahuano_today_at_11:30_AM._The_quake_combined_with_a_resulting_tsunami_have_left_Concepción_destroyed,_with_most_buildings_in_ruins._Miraculously,_though,_casualties_have_remained_low,_with_only_50_people_reported_dead._The_lack_of_deaths_is_attributable_to_how_the_quake_was_slow_to_intensify_and_happened_at_about_high_noon,_allowing_locals_to_get_to_safety_in_time._Charles_Darwin_happened_to_be_in_Concepción_as_the_earthquake_struck,_on_a_stop_for_the_second_voyage_of_the_HMS_Beagle._He_would_describe_the_quake_as_such:_"I_happened_to_be_on_shore,_and_was_lying_down_in_the_wood_to_rest_myself._It_came_on_suddenly,_and_lasted_two_minutes,_but_the_time_appeared_much_longer._The_rocking_of_the_ground_was_very_sensible_._._._The_people_rushed_out_of_doors_in_the_greatest_alarm._It_is_these_accompaniments_that_create_that_perfect_horror_of_earthquakes,_experienced_by_all_who_have_thus_seen,_as_well_as_felt,_their_effects.";;;;;;;;;;;;;
PHILIPE1ASE1;\n\nAn_assassination_attempt_was_made_on_King_Louis-Philippe_today_at_the_hands_of_Republican_terrorists._During_a_royal_procession_held_near_the_Place_de_la_République_in_Paris,_conspirators_Giuseppe_Marco_Fieschi,_Theodore_Pépin,_and_Philippe_Morey_discharged_a_homemade_volley_gun_with_25_barrels_at_the_King_and_his_soldiers._The_barrage_killed_18_people_but_only_minorly_wounded_Louis-Philippe,_and_Fieschi_was_immediately_captured._\n\nIt_has_since_then_been_discovered_that_four_barrels_of_the_volley_gun_did_not_fire_due_to_the_components'_failure._Surely_more_would_have_died,_including_the_King,_had_the_weapon_worked_as_intended._Fieschi_is_imprisoned_and_awaiting_trial,_while_Pépin_and_Morey_are_still_at_large.;;;;;;;;;;;;;
