Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
become_shahanshah_title;Become Shahanshah;;;;;;;;;;;;;
become_shahanshah_desc;The Shahanshah mean 'King of Kings' and is the ancient title used by the Persian emperors. We should adopt it again.;;;;;;;;;;;;;
the_reuter_concession_title;The Reuter Concession;;;;;;;;;;;;;
the_reuter_concession_desc;Baron de Reuter is a Jewish entrepreneur from Britain who has approached us with an proposal to invest in Persia. If we grant his the concessionary rights to all new resource extraction and industrial firms, he offers to build a railroad, modernize existing industry and offer the treasury a share of the profits.;;;;;;;;;;;;;
reassert_kopet_dag_mountains_title;Assert Dominance over the Turkmen tribes;;;;;;;;;;;;;
reassert_kopet_dag_mountains_desc;The Turkmen tribes of the Kopet Dag mountains hold nominal allegiance to our throne but, recognizing only clan and tribal authority, they are in effect beyond the pale of the state. This has allowed them to continue raiding Persian caravans and cities along the border, as well as enslaving those they capture. With the external and internal situation settling down, we should perhaps reaffirm our authority over the region.;;;;;;;;;;;;;
treaty_of_akhal_title;Treaty of Akhal;;;;;;;;;;;;;
treaty_of_akhal_desc;Our designs for Turkestan are starting to come to fruition. However, Persia stubbornly holds on to ancient claims to the region. In their weakened state it seems unlikely that they'll be willing to risk upsetting us. Perhaps we can force them to relinquish all territories and claims on Turkestan?;;;;;;;;;;;;;
assert_lengeh_title;Assert Dominance over Lengeh;;;;;;;;;;;;;
assert_lengeh_desc;With the external and internal situation stabilized, it is time to turn to reasserting our authority over the peripheral regions. For too long have the Arab traders off the Gulf coast flaunted their independence. It is time to restore order and our prestige!;;;;;;;;;;;;;
assert_bushehr_title;Assert Dominance over Bushire;;;;;;;;;;;;;
assert_bushehr_desc;With the external and internal situation stabilized, it is time to turn to reasserting our authority over the peripheral regions. For too long have foreign powers controlled the strategic port of Bushere. It is time to restore order and our prestige!;;;;;;;;;;;;;
assert_khorasan_title;Assert Dominance over Khorasan;;;;;;;;;;;;;
assert_khorasan_desc;Khorasan has always been a troublesome region with strong independent inclinations. As the nobility there cannot be trusted to support us, it might be necessary to establish more direct rule over the region.;;;;;;;;;;;;;
assert_khuzestan_title;Assert Dominance over Arabestan;;;;;;;;;;;;;
assert_khuzestan_desc;The Arab tribes in Khuzestan have always been left to run their own affairs, as long as they acknowledge our suzerainty and pay the necessary taxes. However, to form a truly modern state, and reaffirm our position on the world stage, we need to end such backward practices and assert our authority in all our territories.;;;;;;;;;;;;;
renegotiate_abbas_lease_title;Renegotiate the Bandar Abbas Lease;;;;;;;;;;;;;
renegotiate_abbas_lease_desc;The wealthy port of Bandar Abbas is leased to the Omanis under unfavorable conditions. Any attempts to renegotiate the lease has been blocked on account of the strength of the Omani navy. The death of Sa'id bin Sultan Al-Busaid and the subsequent division of his sultanate has created an opportunity, however, as in this weakened state Muscat might be more willing to negotiate.;;;;;;;;;;;;;
reclaim_abbas_title;Reclaim Bandar Abbas;;;;;;;;;;;;;
reclaim_abbas_desc;The renewed treaty with Oman regarding the lease of Bandar Abbas not only is a lot more stringent, it also imposes a number of conditions under which the treaty becomes null and void and Bandar Abbas returns to us. For example: if the Sultan is disposed or fails to make the required payments. As it stand, we currently have sufficient reason to declare the treaty null and void and reclaim Bandar Abbas.;;;;;;;;;;;;;
assert_afghanistan_1_title;Reforming Afghanistan;;;;;;;;;;;;;
assert_afghanistan_1_desc;Afghanistan is ruled as a tribal confederacy, with each tribe and local emir ruling more or less independently. With some administrative reforms we could great limit the autonomy of these rulers and brings them closer to our authority.;;;;;;;;;;;;;
assert_afghanistan_2_title;Reforming Afghanistan;;;;;;;;;;;;;
assert_afghanistan_2_desc;Afghanistan is ruled as a tribal confederacy, with each tribe and local emir ruling more or less independently. With some administrative reforms allow us to extend our authority even to outlying areas.;;;;;;;;;;;;;
EVTNAME190300;A New Faith;;;;;;;;;;;;;
EVTDESC190300;A_new_heretical_religious_movement_is_forming_in_our_lands,_as_a_man_proclaiming_himself_'the_Bab'_is_doing_away_with_the_old_interpretations_of_the_Quran._Instead_he_is_offering_his_own_interpretation_of_the_text,_looking_for_hidden_meaning_behind_every_individual_letter._His_radical_new_interpretation_already_sits_poorly_with_the_ulama_-the_religious_authorities-,_but_his_claim_to_authority_to_do_so_is_what_really_infuriates_them._He_claims_that_the_Qa'im_[the_redeemer]_has_arrived_and_that_his_is_in_contact_with_Him_[he_is_the_gate_-Bab-_to_the_Qa'im].\n\nNot_satisfied_with_proclaiming_himself_just_the_Bab,_in_his_rising_popularity_he_is_now_proclaiming_that_he_is_indeed_the_Qa'im_himself._And_as_Qa'im_he_has_the_authority_to_abrogate_the_Sharia._An_act_which_was_pushing_it_to_far_for_the_ulama:_They_have_declared_his_movement_heretical_and_are_demanding_that_the_Bab_be_put_to_death_as_an_apostate.;;;;;;;;;;;;;
EVTNAME190301;He Whom God Shall Make Manifest;;;;;;;;;;;;;
EVTDESC190301;One_of_the_core_teachings_of_the_heretic_the_Bab_is_the_imminent_arrival_of_'He_whom_God_shall_make_manifest',_or_the_messiah_who_shall_establish_God's_kingdom_on_Earth._Long_have_the_Babis_been_on_the_lookout_for_such_a_man,_and_now_one_by_the_name_of_Baha'u'llah_claims_to_be_him._While_incarcerated_in_the_Siyah-Chal_prison,_he_claims_to_have_had_a_a_vision_from_the_'Maid_of_Heaven'_proclaiming_him_the_'best_beloved_of_the_worlds'_and_having_the_'power_of_the_Sovereign_within_him.'_In_other_words,_he_is_the_one_prophesied.\n\nBaha'u'llah's_claim_is_rapidly_gaining_acceptance_among_the_Babis,_and_his_presence_in_our_realm_is_sure_to_reinvigorate_the_Babi_cause_and_increase_their_militancy.;;;;;;;;;;;;;
EVTDESC190302;The_Babi_faith_is_a_radical_renewal_of_the_Islamic_faith,_and_has_been_condemned_in_$FROMCOUNTRY$_as_heretical._Under_pressure_from_the_conservative_clergy,_the_$FROMCOUNTRY_ADJ$_state_has_taken_to_violently_repressing_this_new_faith._As_such_many_of_the_Babi_adherents_are_fleeing_$FROMCOUNTRY$,_and_some_have_found_a_safe_haven_in_our_realm._Amongst_these_people_is_a_man_named_Baha'u'llah,_who_claims_to_the_fulfilment_of_the_Babi_prophecy_of_there_coming_a_man_'whom_God_shall_make_manifest'_and_restore_the_kingdom_of_God_to_Earth._With_this_claim_he_is_rapidly_absorbing_leadership_of_the_Babi_movement_and_turning_it_into_the_Baha'i_Faith.;;;;;;;;;;;;;
EVTNAME190303;Baha'i Followers in $PROVINCENAME$!;;;;;;;;;;;;;
EVTDESC190303;A_prominent_scholar_belonging_to_the_heretical_Baha'i_sect_has_taken_up_residence_in_$PROVINCENAME$._An_expert_in_Islamic_scripture_and_jurisprudence,_his_knowledge_has_allowed_him_to_establish_himself_as_a_religious_authority_in_$PROVINCENAME$._People_flock_to_him_for_advice_and_rulings._With_his_growing_influence_grows_his_ability_to_convert_people_away_from_the_true_path_and_unto_the_heretical_Baha'i_path._Not_only_does_this_mean_he_is_leading_people_to_eternal_damnation,_the_Baha'i_have_shown_themselves_to_be_enemies_of_the_state_and_their_growth_is_a_threat_to_the_stability_of_the_realm.;;;;;;;;;;;;;
EVTNAME190304;The Tobacco Fields of Persia;;;;;;;;;;;;;
EVTDESC190304;Ever_since_tobacco_was_introduced_into_Persia_last_century,_the_Persians_have_taken_a_great_liking_to_its_use._It_has_become_a_staple_of_life_for_both_men_and_women:_many_men_spending_their_spare_time_in_the_great_coffee_houses_smoking._It_should_come_as_no_surprise_then_that_tobacco_cultivation_has_taken_off_massively_in_Persia,_with_over_200,000_people_employed_in_the_sector_at_this_moment._Blessed_with_excellent_soil_and_a_good_climate_the_Persian_tobacco_is_of_excellent_quality._As_a_result_some_of_the_varieties_of_Persian_tobacco_are_much_prized_in_foreign_markets._Yet_until_this_moment_in_time_there_has_been_no_foreign_penetration_of_the_tobacco_trade_in_Persia:_the_entire_market_is_still_controlled_by_the_Persians_themselves.\n\nA_group_of_$COUNTRY_ADJ$_entrepreneurs_have_now_taken_it_upon_themselves_to_change_this,_and_are_looking_to_enter_into_a_deal_with_the_Shah_to_gain_control_over_the_tobacco_trade.;;;;;;;;;;;;;
EVTNAME190305;$FROMCOUNTRY_ADJ$ Tobacco Concession;;;;;;;;;;;;;
EVTDESC190305;Ever_since_tobacco_was_introduced_into_Persia_last_century,_our_people_have_taken_a_great_liking_to_its_use._It_has_become_a_staple_of_life_for_both_men_and_women:_many_men_spending_their_spare_time_in_the_great_coffee_houses_smoking._It_should_come_as_no_surprise_then_that_tobacco_cultivation_has_taken_off_massively,_with_over_200,000_people_employed_in_the_sector_at_this_moment._Blessed_with_excellent_soil_and_a_good_climate_the_Persian_tobacco_is_of_excellent_quality._As_a_result_some_of_the_varieties_of_our_tobacco_are_much_prized_in_foreign_markets.\n\nWe've_been_approached_by_$FROMCOUNTRY_ADJ$_merchants_hoping_to_get_a_concession_to_enter_the_market._In_exchange_for_the_exclusive_rights_to_the_purchasing_and_selling_of_tobacco,_they_offer_us_a_significant_boost_to_our_treasury._However,_giving_how_intertwined_tobacco_is_with_our_culture,_handing_this_industry_over_to_foreigners_might_not_sit_well_with_our_people.;;;;;;;;;;;;;
EVTNAME190306;$FROMCOUNTRY$ Interferes in Persia!;;;;;;;;;;;;;
EVTDESC190306;Our_legation_in_Tehran_reports_that_the_$FROMCOUNTRY_ADJ$s_are_vying_for_a_new_trade_concession_in_Persia._They_have_approached_the_Shah_with_an_offer_to_take_over_the_complete_tobacco_trade,_from_directly_buying_it_from_producers_to_selling_it_to_users,_both_in_Persia_and_abroad._As_Persia_produces_a_number_of_tobacco_varieties_much_prized_in_Western_markets,_if_the_$FROMCOUNTRY_ADJ$s_manage_to_secure_this_concession_it_is_sure_to_become_a_profitable_undertaking_for_them._However,_given_the_deep_roots_the_usage_of_tobacco_has_in_Persian_culture,_a_disruption_of_the_supply_networks_could_cause_significant_social_unrest.;;;;;;;;;;;;;
EVTNAME190307;No Tobacco Concession;;;;;;;;;;;;;
EVTDESC190307;Despite_the_best_efforts_of_our_entrepreneurs_to_enter_into_an_amicable_deal_with_the_Shah_of_Persia,_it_seems_he_fears_that_interceding_in_the_tobacco_trade_will_cause_civil_unrest.;;;;;;;;;;;;;
EVTNAME190308;The Power of the Marja'-i Taqlid;;;;;;;;;;;;;
EVTDESC190308;'In_the_name_of_God_the_Merciful,_the_Forgiving._Today_the_use_of_tunbaku_and_tobacco,_in_whatever_fashion,_is_reckoned_as_war_against_the_Imam_of_the_Age_(may_God_hasten_his_glad_advent)'_-Mohammad_Hasan_Shirazi.\n\nProminent_members_of_the_ulama_have_issued_fatwas_condemning_the_buying_and_selling_of_tobacco_from_infidels_and_kafirs_to_be_haram.\n\nSurely_this_is_nothing_but_a_effort_for_the_ulama_to_undermine_the_Tobacco_Regie.;;;;;;;;;;;;;
EVTNAME190309;The Tobacco Protests;;;;;;;;;;;;;
EVTDESC190309;'Most_Persian_would_rather_forego_bread_than_tobacco,_and_the_first_thing_they_would_do_at_the_breaking_of_the_fast_during_the_month_of_Ramadan_was_to_light_their_pipes.'_-European_observer\n\nFeeling_their_livelihood_threatened_by_the_Tobacco_Regie,_the_bazaari_have_come_out_in_protest_against_it_en_masse._While_previously_such_protests_remained_a_local_affair_-as_the_ulama_could_be_counted_on_to_quell_the_unrest-_the_current_protests_are_of_a_different_order._With_the_help_of_the_anjomans_(secret_societies)_the_bazaari_have_mobilized_popular_support_nationwide,_while_the_ulama_seems_-following_the_infamous_tobacco_fatwa-_to_have_a_change_of_heart_and_are_now_coming_out_against_the_Regie._In_line_with_the_fatwa_and_ulama,_many_have_now_sworn_to_forgo_smoking,_including_the_leading_Mujtahed_Ashtiyani._Such_is_the_extent_of_the_protests_that_even_the_harem_ladies_forgo_smoking,_and_our_servants_no_longer_prepare_the_water_pipe.;;;;;;;;;;;;;
EVTNAME190310;Our Monopoly in Persia Rescinded;;;;;;;;;;;;;
EVTDESC190310;'Most_Persian_would_rather_forego_bread_than_tobacco,_and_the_first_thing_they_would_do_at_the_breaking_of_the_fast_during_the_month_of_Ramadan_was_to_light_their_pipes.'_-European_observer\n\nThe_Tobacco_Regie_has_long_been_unpopular_with_the_Persian_peoples,_but_the_Shah_has_managed_to_keep_control_with_the_help_of_his_clergy._This_all_changed_when_a_prominent_religious_scholar_issued_a_fatwa_(religious_ruling)_declaring_it_forbidden_for_Muslims_to_consume_tobacco_sold_by_'infidels'_and_'foreigners'._Since_then_the_-_previously_allied_to_our_interests_-_clergy_have_joined_in_the_protest,_and_many_in_Persia_have_stopped_smoking._Such_is_the_extend_of_the_protests_that_even_the_Shah's_harem_ladies_refuse_to_smoke,_and_his_servants_refuse_to_prepare_his_water_pipe._Faced_with_such_popular_opposition,_the_Shah_saw_no_other_choice_but_to_rescind_the_Tobacco_Regie.;;;;;;;;;;;;;
EVTNAME190311;The Plot of Amir Kabir;;;;;;;;;;;;;
EVTDESC190311;Amir_Kabir_has_shown_himself_to_be_an_administrative_reformer_without_equal._Throughout_his_tenure_he_passed_a_wide_variety_of_administrative,_cultural,_and_economic_reforms,_most_immediately_a_vaccination_campaign_against_smallpox._While_his_reforms_have_proven_to_be_valuable_for_the_realm,_it_is_not_without_its_opposition._One_of_the_most_thorough_reforms_has_been_of_the_civil_service,_with_salaries_reduced_and_many_superfluous_offices_abolished._This_has_greatly_reduced_expenses_and_strengthened_the_position_of_the_central_government,_but_it_has_also_upset_a_large_number_of_nobles_who_lost_their_patronage._Together_with_Tanzimat_inspired_breaking_of_the_ulama,_the_reforms_have_given_the_central_government_undisputed_authority._But_not_just_of_the_central_authority,_but_also_of_Amir_Kabir._He_is_slowly_becoming_the_government_himself._Persistent_rumors_exist_that_these_reforms_have_been_passed_to_pave_the_way_for_Amir_Kabir's_accession_as_Shah...;;;;;;;;;;;;;
EVTNAME190312;Renovations of the Golestan Palace;;;;;;;;;;;;;
EVTDESC190312;The_Golenstan_Palace_in_Tehran_was_build_during_the_reign_of_Tahmasp_I_of_the_Safavid_dynasty._It_was_last_renovated_by_during_the_Zand_dynasty,_before_Tehran_was_even_selected_as_capital_and_Golestan_became_the_official_seat_of_government._As_such_the_palace_can_no_longer_be_considered_fit_for_purpose_as_our_seat_of_government_and_desperately_needs_to_be_expanded._To_the_east_of_the_current_palace_there_is_an_large_empty_lot_which_is_just_asking_for_the_palace_to_be_expanded_upon.;;;;;;;;;;;;;
EVTNAME190313;The Death of Mohammad Shah;;;;;;;;;;;;;
EVTDESC190313;The_Shah_has_died_today_at_the_age_of_40._Throughout_his_life_Mohammad_Shah_had_been_known_to_be_somewhat_sickly,_and_he_finally_died_from_complications_arising_from_his_gout_in_the_Mohammadieh_Palace._Mohammed_Shah_was_the_son_of_Abbas_Mirza_and_became_crown_prince_upon_his_father's_unexpected_passing._He_is_succeeded_by_his_son,_Naser_ed-Din_Mirza,_now_Naser_ed-Din_Shah_Qajar.;;;;;;;;;;;;;
EVTNAME190314;Jamal al-Din al-Afghani;;;;;;;;;;;;;
EVTDESC190314;'How_very_strange_it_is_that_the_Moslems_study_those_sciences_that_are_ascribed_to_Aristotle_with_the_greatest_delight,_as_if_Aristotle_were_one_of_the_Moslems._However,_if_the_discussion_relates_to_Galileo,_Newton,_and_Kepler,_they_consider_them_infidels._The_father_and_the_mother_of_science_is_proof,_and_proof_is_neither_Aristotle_nor_Galileo._The_truth_is_there_is_proof,_and_those_who_forbid_science_and_knowledge_in_the_belief_that_they_are_safeguarding_the_Islamic_religion_are_really_enemies_of_that_religion.'\nThe_famous_reformer_and_political_activist_Jamal_al-Din_al-Afghani_has_decided_to_offer_his_services_to_your_court._An_outspoken_critic_of_Western_Imperialism,_he_advocates_a_reformed_Islamic_faith_and_pan-Islamic_unity_as_the_only_way_of_staving_of_foreign_domination._He_argues_that_this_can_only_be_achieved_by_adopting_a_rationist_mindset_and_fully_embracing_modern_science._Though_his_reformist_mindset_has_let_to_accusations_of_atheism;;;;;;;;;;;;;
EVTNAME190315;The Assassination of Naser ed-Din;;;;;;;;;;;;;
EVTDESC190315;The_Shah_has_been_assassinated!_Shot_while_visiting_and_praying_at_the_shrine_of_Shah-Abdol-Azim._Shot_with_an_old_and_rusty_revolver._Shot_by_a_man_called_Mirza_Reza_Kermani._During_his_public_interrogation_Mirza_Reza_revealed_that_the_act_was_retribution_for_the_ill_treatment_al-Afghani_received_at_our_court,_as_well_as_the_inept_and_corrupt_rule_of_the_Shah._While_most_people_abhor_the_murder_of_the_Shah,_there_is_some_sympathy_for_Mirza_Reza._For_the_Shah_had_long_been_thought_of_as_selling_the_country_to_the_infidel_with_his_concessionary_politics.\n\nThe_Shah_is_succeeded_by_Mozaffar_ed-Din_Shah.;;;;;;;;;;;;;
EVTNAME190316;The Persian Zoroastrian Amelioration Fund;;;;;;;;;;;;;
EVTDESC190316;The_Zoroastianers_follow_the_ancient_monotheistic_teachings_of_the_prophet_Zoroaster._While_in_its_heyday_it_was_the_state_religion_of_the_Persian_Empire_and_had_millions_of_followers,_over_the_centuries_the_numbers_dwindled_and_it_the_religion_was_slowly_replaced_by_Islam_as_the_religion_of_the_Persian_people._However,_there_are_still_those_who_practice_this_ancient_religion_in_our_empire._Being_subject_to_the_jizya_as_well_as_harassment_by_Muslims,_they_are_subject_to_both_formal_and_informal_persecution.\n\nThe_Parsi_people_-Zoroastrian_co-religionists_from_India-_are_appalled_by_the_deplorable_situation_Zoroastrianists_find_themselves_in_our_empire._To_assist_them_they_founded_the_Persian_Zoroastrian_Amelioration_Fund_offering_financial_support_to_them._A_Parsi_embassy_lead_by_Maneckji_Limji_Hataria_has_also_arrived_at_court_pleading_the_end_of_persecution_of_the_Zoroastrianists.;;;;;;;;;;;;;
EVTNAME190317;Old and Modern Tehran;;;;;;;;;;;;;
EVTDESC190317;Tehran_is_undergoing_growth_and_modernization_at_a_rapid_pace._It_is_quickly_becoming_a_metropolis_worthy_of_our_Empire._But_with_this_growth_and_modernization_comes_the_need_to_replace_older_and_outdated_buildings,_there_is_not_unlimited_supply_of_land_of_course._Eyes_have_fallen_on_the_Golenstan_Palace_for_redevelopment._It_occupies_a_large_section_of_the_city,_and_was_last_renovated_during_the_reign_of_Naser_ed-Din_Shah._It_is_old_and_starting_to_become_dilapidated,_not_to_mention_is_starting_to_look_dated._Clearing_out_the_palace_would_allow_for_the_construction_of_a_modern_city_in_its_place,_or_we_could_maintain_it_as_a_testament_to_the_history_of_our_Empire.;;;;;;;;;;;;;
EVTNAME190318;The Persian Imperial Bank;;;;;;;;;;;;;
EVTDESC190318;Currently_the_economy_can_only_be_described_as_'medieval.'_The_only_form_of_currency_currently_in_circulation_are_silver_and_gold_coins._While_-as_charging_interest_is_forbidden_by_Islamic_law-_the_only_money_lenders_are_Jewish_sarrafs._Who,_due_to_this_as_well_as_cultural_ties,_dominate_the_money_market._Modern_financial_instruments_such_as_those_known_in_the_West_are_completely_absent_from_the_economy._Without_access_to_easy_credit_and_finance_there_has_been_little_investment_in_the_country_and_economic_development_has_been_stagnant.\nSensing_an_opportunity_to_both_make_money_and_strengthen_Persia,_we've_been_approached_by_Baron_de_Reuter_who_proposes_the_founding_of_a_modern_-Western-_financial_institution:_the_$COUNTRY_ADJ$_Imperial_Bank._By_mobilizing_the_savings_of_the_Persian_people_capital_would_become_available_for_the_development_of_the_country._In_exchange_Baron_de_Reuter_ask_for_exclusive_banking_rights_and_mining_concessions_for_all_newly_discovered_mineral_deposits.;;;;;;;;;;;;;
EVTNAME190319;The Great Famine of $YEAR$;;;;;;;;;;;;;
EVTDESC190319;The_past_winter_the_rains_have_utterly_failed,_with_only_the_southern_and_western_provinces_being_blessed_with_any_precipitation_at_all._Other_regions_haven't_seen_a_single_drop_of_rain_in_over_two_years._This_has_left_the_land_scorch_dry_as_not_even_rivers_and_wells_can_supply_enough_water_to_maintain_farming_levels._As_harvests_fail_a_major_famine_is_developing._Bread_is_getting_scarcer_resulting_in_the_price_of_bread_doubling_in_Tehran,_tripling_in_Isfahan_and_increasing_more_than_20_fold_in_some_rural_areas._As_a_result_of_these_high_prices_those_still_holding_grain_have_started_hoarding_their_supply_in_the_hopes_of_fetching_a_premium._Reports_have_reached_us_that_one_provincial_governor_banned_the_import_of_grain_in_the_hopes_of_driving_up_the_value_of_his_own_stock.\n\nThis_all_resulted_in_the_common_people_starving_and_bread_riots_being_a_daily_occurrence.;;;;;;;;;;;;;
EVTNAME190320;Salam-e Shah\n[The National Anthem];;;;;;;;;;;;;
EVTDESC190320;We've_commissioned_the_French_composer_Alfred_Jean_Baptiste_Lemaire_to_compose_a_national_anthem_for_our_Empire._The_Salam-e_Shah_(the_Royal_Salute)_will_from_now_on_be_played_at_all_official_ceremonies_and_state_functions.;;;;;;;;;;;;;
EVTNAME190321;The Mujaddid;;;;;;;;;;;;;
EVTDESC190321;A_new_religious_fanatic_has_set_up_shop_in_$PROVINCENAME$._Proclaiming_himself_to_be_the_promised_Mujaddid_of_the_age_-_the_renewer_which_shows_up_once_per_century_to_revive_Islam,_cleansing_it_of_extraneous_elements_and_restoring_it_to_its_pristine_purity._This_Mirza_Ghulam_Ahmad_fellow_manages_to_convince_may_with_his_deep_knowledge_of_theology,_both_Christian_and_Islamic,_and_orating_skills._Apparently_he_spend_a_great_deal_of_his_youth_studying_Christian_and_Islamic_texts,_while_also_debating_Christian_missionaries_earlier.;;;;;;;;;;;;;
EVTNAME190322;The Ahmaddiyya Muslim Jama'at;;;;;;;;;;;;;
EVTDESC190322;Some_time_ago_a_fellow_by_the_name_of_Mirza_Ghulam_Ahmad_started_proclaiming_himself_the_Mujaddid_in_one_of_our_provinces_in_India._Not_satisfied_with_his_claim_of_being_the_divinely_inspired_reformer_of_Islam,_he_has_now_added_to_his_claim_the_assertion_that_he_is_the_Mahdi,_the_promised_Messiah._Apparently,_he_is_quite_successful_with_his_claims,_as_he_rapidly_gained_a_following._Even_managing_to_extract_a_personal_pledge_of_allegiance_from_40_followers._With_it_he_has_founded_his_own_faith_community:_The_Ahmaddiyya_Muslim_Jama'at.\nHowever,_while_he_may_be_gaining_followers,_not_everybody_is_convinced_of_claim_to_be_the_Mahdi._Many_consider_him_to_be_a_heretic_and_are_demanding_that_his_works_be_condemned:_a_fatwa_declaring_him_a_kafir,_liar_and_deceiver_was_signed_by_over_200_clergymen._While_a_religious_opinion_issued_by_scholars_at_Mecca_and_Medina_declare_Ghulam_Ahmad's_beliefs_blasphemous_and_tantamount_to_apostasy.;;;;;;;;;;;;;
EVTNAME190323;Amir Arsalan-e Namdar\n[The Story of Arsalan];;;;;;;;;;;;;
EVTDESC190323;Our_chief_story_teller_has_composed_a_new_story_for_our_entertainment:_the_Amir_Arsalan-e_Namdar\n\nArsalan_was_born_after_his_pregnant_mother_-queen_of_Roum-_was_forced_to_flee_her_kingdom._She_becomes_wedded_to_an_Egyptian_merchant_and_gives_birth_to_her_child,_Arsalan._The_merchant_claims_the_child_as_his_own._Naturally_Arsalan_learns_the_truth_of_his_royal_origin,_and_sets_out_to_avenge_his_father_and_reclaim_his_throne._Later_he_falls_in_love_with_Farrok-leqa,_who_is_later_killed,_revived_and_carried_of_by_a_hand_from_the_clouds._A_series_of_adventures,_including_being_saved_from_the_gallows_by_an_afreet,_leads_him_to_another_land_where_he_is_reunited_with_Farrok-leqa._And_they_live_happily_ever_after.\n\nThe_story_has_become_a_court_favorite,_with_the_Shah's_daughter_transcribing_the_story_herself.;;;;;;;;;;;;;
EVTNAME190324;A Cup of Tea;;;;;;;;;;;;;
